PeriodEnd,PeriodStart,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2019-12-31T01:00:00Z,2019-12-31T00:30:00Z,PT30M,16.8,0.07,31,0.0,4.1,0,0,0,0,0,0,5.4,43.1,985.6,70,0.7,169
2019-12-31T01:30:00Z,2019-12-31T01:00:00Z,PT30M,16.7,0.07,-6,0.0,4.1,0,0,0,0,0,0,5.4,43.1,985.3,40,0.7,170
2019-12-31T02:00:00Z,2019-12-31T01:30:00Z,PT30M,16.6,0.07,-40,0.0,4.2,0,0,0,0,0,0,5.4,43.6,985.1,24,0.8,168
2019-12-31T02:30:00Z,2019-12-31T02:00:00Z,PT30M,16.5,0.07,-60,0.0,4.4,0,0,0,0,0,0,5.4,44.8,984.9,17,0.8,163
2019-12-31T03:00:00Z,2019-12-31T02:30:00Z,PT30M,16.3,0.07,-71,0.0,4.9,0,0,0,0,0,0,5.5,46.8,984.7,16,0.7,157
2019-12-31T03:30:00Z,2019-12-31T03:00:00Z,PT30M,16.2,0.07,-79,0.0,5.3,0,0,0,0,0,0,5.6,48.4,984.6,14,0.6,151
2019-12-31T04:00:00Z,2019-12-31T03:30:00Z,PT30M,16.0,0.07,-84,0.0,5.5,0,0,0,0,0,0,5.7,49.6,984.8,11,0.6,145
2019-12-31T04:30:00Z,2019-12-31T04:00:00Z,PT30M,15.9,0.07,-89,0.0,5.8,0,0,0,0,0,0,5.8,50.9,984.8,6,0.5,139
2019-12-31T05:00:00Z,2019-12-31T04:30:00Z,PT30M,15.8,0.07,-93,0.0,6.0,0,0,0,0,0,0,5.9,52.3,984.8,1,0.5,132
2019-12-31T05:30:00Z,2019-12-31T05:00:00Z,PT30M,15.7,0.07,-96,0.0,6.0,0,0,0,0,0,0,5.9,52.3,984.7,38,0.4,126
2019-12-31T06:00:00Z,2019-12-31T05:30:00Z,PT30M,15.8,0.07,-100,0.0,5.7,0,0,0,0,0,0,6.0,50.8,984.7,109,0.7,120
2019-12-31T06:30:00Z,2019-12-31T06:00:00Z,PT30M,15.8,0.07,-103,2.9,5.7,0,0,0,0,0,0,6.0,51.1,984.6,125,1.1,113
2019-12-31T07:00:00Z,2019-12-31T06:30:00Z,PT30M,15.6,0.07,-107,19.7,6.1,0,0,0,0,0,0,6.1,53.2,984.6,137,1.1,107
2019-12-31T07:30:00Z,2019-12-31T07:00:00Z,PT30M,15.5,0.07,-110,24.4,6.3,0,0,0,0,0,0,6.2,54.3,984.6,135,1.1,101
2019-12-31T08:00:00Z,2019-12-31T07:30:00Z,PT30M,15.4,0.07,-114,4.4,6.3,0,0,0,0,0,0,6.3,54.4,984.6,117,1.0,96
2019-12-31T08:30:00Z,2019-12-31T08:00:00Z,PT30M,15.5,0.07,-118,1.5,6.4,6,17,1,8,13,6,6.4,54.7,984.8,105,1.1,90
2019-12-31T09:00:00Z,2019-12-31T08:30:00Z,PT30M,15.7,0.07,-122,17.0,6.8,50,66,8,58,78,49,6.4,55.2,985.0,100,1.3,84
2019-12-31T09:30:00Z,2019-12-31T09:00:00Z,PT30M,16.2,0.07,-127,14.4,7.2,89,269,52,141,234,144,6.5,55.4,985.3,107,1.3,79
2019-12-31T10:00:00Z,2019-12-31T09:30:00Z,PT30M,16.8,0.07,-132,9.3,7.8,106,475,129,235,403,370,6.6,55.4,985.7,124,1.2,74
2019-12-31T10:30:00Z,2019-12-31T10:00:00Z,PT30M,17.3,0.07,-137,8.4,8.6,123,565,197,319,525,564,6.8,56.6,986.0,140,1.2,70
2019-12-31T11:00:00Z,2019-12-31T10:30:00Z,PT30M,17.6,0.07,-143,3.0,9.6,99,767,315,414,688,657,6.9,59.3,986.2,155,1.2,66
2019-12-31T11:30:00Z,2019-12-31T11:00:00Z,PT30M,17.9,0.07,-150,2.3,10.2,101,817,380,481,780,649,7.0,60.9,986.3,174,1.1,62
2019-12-31T12:00:00Z,2019-12-31T11:30:00Z,PT30M,18.2,0.07,-157,0.0,10.6,82,915,463,545,876,649,7.1,61.2,986.2,201,1.1,60
2019-12-31T12:30:00Z,2019-12-31T12:00:00Z,PT30M,18.4,0.07,-165,0.2,11.1,86,922,495,581,921,628,7.3,62.4,986.1,215,1.1,58
2019-12-31T13:00:00Z,2019-12-31T12:30:00Z,PT30M,18.4,0.07,-173,4.9,11.6,147,768,426,573,874,583,7.7,64.5,985.8,220,1.0,56
2019-12-31T13:30:00Z,2019-12-31T13:00:00Z,PT30M,18.3,0.07,179,11.9,12.0,225,553,310,534,765,535,8.1,66.5,985.4,212,1.1,56
2019-12-31T14:00:00Z,2019-12-31T13:30:00Z,PT30M,18.3,0.07,171,15.9,12.3,260,435,240,500,685,511,8.6,68.4,984.8,198,1.5,57
2019-12-31T14:30:00Z,2019-12-31T14:00:00Z,PT30M,18.1,0.07,163,15.2,12.6,246,441,234,480,665,514,9.0,70.1,984.5,187,1.8,58
2019-12-31T15:00:00Z,2019-12-31T14:30:00Z,PT30M,18.0,0.07,155,21.0,12.8,270,284,142,412,526,456,9.4,71.7,984.3,178,2.1,60
2019-12-31T15:30:00Z,2019-12-31T15:00:00Z,PT30M,17.8,0.07,148,21.6,13.0,255,233,105,360,452,426,9.9,73.5,984.2,172,2.4,63
2019-12-31T16:00:00Z,2019-12-31T15:30:00Z,PT30M,17.5,0.07,141,27.0,13.2,242,101,41,283,315,323,10.4,75.8,984.4,168,2.5,67
2019-12-31T16:30:00Z,2019-12-31T16:00:00Z,PT30M,17.3,0.07,136,31.0,13.3,208,7,2,210,201,212,10.8,77.8,984.6,165,2.6,71
2019-12-31T17:00:00Z,2019-12-31T16:30:00Z,PT30M,17.0,0.07,130,23.7,13.4,146,75,18,163,185,177,11.1,79.5,984.7,161,2.5,76
2019-12-31T17:30:00Z,2019-12-31T17:00:00Z,PT30M,16.7,0.07,125,16.6,13.4,85,106,17,102,136,91,11.1,80.9,984.9,160,2.1,81
2019-12-31T18:00:00Z,2019-12-31T17:30:00Z,PT30M,16.3,0.07,121,19.9,13.2,31,30,3,34,43,30,10.8,82.0,985.0,166,1.4,86
2019-12-31T18:30:00Z,2019-12-31T18:00:00Z,PT30M,16.0,0.07,117,0.4,13.1,2,2,0,2,2,2,10.7,83.0,985.1,173,1.0,92
2019-12-31T19:00:00Z,2019-12-31T18:30:00Z,PT30M,15.8,0.07,113,0.0,13.1,0,0,0,0,0,0,10.8,83.9,985.2,177,0.9,97
2019-12-31T19:30:00Z,2019-12-31T19:00:00Z,PT30M,15.7,0.07,109,0.0,13.1,0,0,0,0,0,0,10.8,84.6,985.3,175,0.9,103
2019-12-31T20:00:00Z,2019-12-31T19:30:00Z,PT30M,15.6,0.07,106,0.0,13.1,0,0,0,0,0,0,10.7,84.9,985.4,170,1.1,109
2019-12-31T20:30:00Z,2019-12-31T20:00:00Z,PT30M,15.5,0.07,102,0.0,12.9,0,0,0,0,0,0,10.6,84.4,985.4,163,1.1,115
2019-12-31T21:00:00Z,2019-12-31T20:30:00Z,PT30M,15.5,0.07,99,0.0,12.7,0,0,0,0,0,0,10.4,83.1,985.5,154,1.2,121
2019-12-31T21:30:00Z,2019-12-31T21:00:00Z,PT30M,15.5,0.07,95,0.0,12.5,0,0,0,0,0,0,10.2,82.1,985.6,152,1.2,128
2019-12-31T22:00:00Z,2019-12-31T21:30:00Z,PT30M,15.4,0.07,92,0.0,12.2,0,0,0,0,0,0,10.0,81.3,985.7,158,1.0,134
2019-12-31T22:30:00Z,2019-12-31T22:00:00Z,PT30M,15.4,0.07,87,0.0,12.1,0,0,0,0,0,0,9.9,80.6,985.8,162,0.9,140
2019-12-31T23:00:00Z,2019-12-31T22:30:00Z,PT30M,15.3,0.07,83,0.0,11.9,0,0,0,0,0,0,9.8,80.1,985.8,163,0.9,147
2019-12-31T23:30:00Z,2019-12-31T23:00:00Z,PT30M,15.2,0.07,77,0.0,11.5,0,0,0,0,0,0,9.6,78.8,985.9,157,0.8,153
2020-01-01T00:00:00Z,2019-12-31T23:30:00Z,PT30M,15.1,0.07,68,0.0,11.0,0,0,0,0,0,0,9.4,76.7,986.0,140,0.7,159
2020-01-01T00:30:00Z,2020-01-01T00:00:00Z,PT30M,15.0,0.07,55,0.0,10.7,0,0,0,0,0,0,9.2,75.7,985.9,131,0.7,164
2020-01-01T01:00:00Z,2020-01-01T00:30:00Z,PT30M,14.9,0.07,32,0.0,10.7,0,0,0,0,0,0,9.1,75.9,985.5,134,0.8,169
2020-01-01T01:30:00Z,2020-01-01T01:00:00Z,PT30M,14.8,0.07,-5,0.0,10.6,0,0,0,0,0,0,9.1,76.3,985.2,140,1.0,170
2020-01-01T02:00:00Z,2020-01-01T01:30:00Z,PT30M,14.7,0.07,-39,0.0,10.7,0,0,0,0,0,0,9.2,77.0,984.9,147,1.2,168
2020-01-01T02:30:00Z,2020-01-01T02:00:00Z,PT30M,14.6,0.07,-59,4.5,10.7,0,0,0,0,0,0,9.3,77.6,984.6,149,1.4,163
2020-01-01T03:00:00Z,2020-01-01T02:30:00Z,PT30M,14.5,0.07,-71,26.0,10.8,0,0,0,0,0,0,9.5,78.2,984.5,149,1.5,157
2020-01-01T03:30:00Z,2020-01-01T03:00:00Z,PT30M,14.5,0.07,-78,0.4,10.8,0,0,0,0,0,0,9.7,78.9,984.5,142,1.6,151
2020-01-01T04:00:00Z,2020-01-01T03:30:00Z,PT30M,14.4,0.07,-84,0.0,11.0,0,0,0,0,0,0,9.9,79.7,984.6,130,1.8,145
2020-01-01T04:30:00Z,2020-01-01T04:00:00Z,PT30M,14.4,0.07,-89,0.0,11.0,0,0,0,0,0,0,10.0,80.3,984.7,119,2.0,139
2020-01-01T05:00:00Z,2020-01-01T04:30:00Z,PT30M,14.4,0.07,-93,0.0,11.1,0,0,0,0,0,0,10.0,80.6,984.5,108,2.1,132
2020-01-01T05:30:00Z,2020-01-01T05:00:00Z,PT30M,14.3,0.07,-96,0.0,11.0,0,0,0,0,0,0,9.9,80.3,984.6,108,2.3,126
2020-01-01T06:00:00Z,2020-01-01T05:30:00Z,PT30M,14.3,0.07,-100,0.0,10.8,0,0,0,0,0,0,9.8,79.6,984.8,116,2.5,120
2020-01-01T06:30:00Z,2020-01-01T06:00:00Z,PT30M,14.2,0.07,-103,0.0,10.7,0,0,0,0,0,0,9.7,79.5,984.9,117,2.7,114
2020-01-01T07:00:00Z,2020-01-01T06:30:00Z,PT30M,14.2,0.07,-107,0.0,10.8,0,0,0,0,0,0,9.7,79.9,984.9,113,3.1,107
2020-01-01T07:30:00Z,2020-01-01T07:00:00Z,PT30M,14.0,0.07,-110,0.0,10.8,0,0,0,0,0,0,9.8,80.7,985.0,112,3.3,102
2020-01-01T08:00:00Z,2020-01-01T07:30:00Z,PT30M,13.7,0.07,-114,1.5,10.7,0,0,0,0,0,0,10.0,81.9,985.2,114,3.3,96
2020-01-01T08:30:00Z,2020-01-01T08:00:00Z,PT30M,13.6,0.07,-118,4.0,10.7,5,23,2,7,14,5,10.2,82.6,985.4,118,3.4,90
2020-01-01T09:00:00Z,2020-01-01T08:30:00Z,PT30M,13.7,0.07,-122,7.1,10.8,42,172,19,61,116,38,10.4,82.7,985.7,122,3.6,85
2020-01-01T09:30:00Z,2020-01-01T09:00:00Z,PT30M,14.0,0.07,-127,8.1,10.8,74,357,70,144,263,150,10.4,81.0,985.9,124,3.7,79
2020-01-01T10:00:00Z,2020-01-01T09:30:00Z,PT30M,14.6,0.07,-132,0.1,10.8,69,662,179,248,466,421,10.2,77.6,986.2,123,3.8,74
2020-01-01T10:30:00Z,2020-01-01T10:00:00Z,PT30M,15.4,0.07,-137,0.0,10.6,79,745,256,336,590,636,9.9,73.2,986.4,126,3.8,70
2020-01-01T11:00:00Z,2020-01-01T10:30:00Z,PT30M,16.2,0.07,-143,0.0,10.3,87,801,328,414,696,667,9.5,68.1,986.6,131,3.9,66
2020-01-01T11:30:00Z,2020-01-01T11:00:00Z,PT30M,16.8,0.07,-150,0.0,10.0,92,838,389,481,783,653,9.6,64.0,986.7,138,3.9,62
2020-01-01T12:00:00Z,2020-01-01T11:30:00Z,PT30M,17.3,0.07,-157,0.2,9.6,100,850,431,530,844,630,10.2,60.8,986.6,149,3.9,60
2020-01-01T12:30:00Z,2020-01-01T12:00:00Z,PT30M,17.4,0.07,-165,0.4,9.6,109,846,455,564,883,608,10.5,60.4,986.5,154,4.2,57
2020-01-01T13:00:00Z,2020-01-01T12:30:00Z,PT30M,17.1,0.07,-173,0.0,9.9,108,862,479,587,914,598,10.7,62.6,986.2,152,4.6,56
2020-01-01T13:30:00Z,2020-01-01T13:00:00Z,PT30M,17.0,0.07,179,0.0,10.2,108,866,486,594,923,596,10.7,64.3,985.9,150,4.9,56
2020-01-01T14:00:00Z,2020-01-01T13:30:00Z,PT30M,17.0,0.07,171,0.0,10.5,107,865,478,584,911,602,10.5,65.5,985.5,147,4.9,56
2020-01-01T14:30:00Z,2020-01-01T14:00:00Z,PT30M,17.0,0.07,163,0.0,10.6,104,856,455,558,878,615,10.5,66.0,985.1,147,4.9,58
2020-01-01T15:00:00Z,2020-01-01T14:30:00Z,PT30M,16.9,0.07,155,0.0,10.5,97,847,421,518,829,635,10.6,66.0,984.7,151,4.9,60
2020-01-01T15:30:00Z,2020-01-01T15:00:00Z,PT30M,16.8,0.07,148,0.0,10.3,87,837,378,465,763,658,10.6,65.5,984.6,151,4.7,63
2020-01-01T16:00:00Z,2020-01-01T15:30:00Z,PT30M,16.6,0.07,142,0.0,9.9,79,807,318,397,677,675,10.6,64.6,984.6,146,4.5,67
2020-01-01T16:30:00Z,2020-01-01T16:00:00Z,PT30M,16.4,0.07,136,0.0,9.7,72,749,244,317,568,607,10.5,64.2,984.7,142,4.4,71
2020-01-01T17:00:00Z,2020-01-01T16:30:00Z,PT30M,16.4,0.07,130,0.0,9.6,62,659,165,227,441,358,10.3,64.3,984.8,138,4.3,76
2020-01-01T17:30:00Z,2020-01-01T17:00:00Z,PT30M,16.1,0.07,125,0.0,9.8,48,510,85,134,294,101,10.4,66.3,984.8,135,4.2,81
2020-01-01T18:00:00Z,2020-01-01T17:30:00Z,PT30M,15.7,0.07,121,14.6,10.2,26,141,16,42,84,23,10.6,70.1,984.8,133,4.0,86
2020-01-01T18:30:00Z,2020-01-01T18:00:00Z,PT30M,15.3,0.07,117,4.1,10.4,2,3,0,2,3,2,10.6,72.6,984.8,131,4.0,91
2020-01-01T19:00:00Z,2020-01-01T18:30:00Z,PT30M,14.9,0.07,113,21.8,10.2,0,0,0,0,0,0,10.6,73.5,985.0,128,4.0,97
2020-01-01T19:30:00Z,2020-01-01T19:00:00Z,PT30M,14.6,0.07,109,31.0,10.0,0,0,0,0,0,0,10.7,74.0,985.2,129,4.1,103
2020-01-01T20:00:00Z,2020-01-01T19:30:00Z,PT30M,14.5,0.07,106,27.3,10.0,0,0,0,0,0,0,10.9,74.0,985.5,134,4.2,109
2020-01-01T20:30:00Z,2020-01-01T20:00:00Z,PT30M,14.5,0.07,102,21.1,10.0,0,0,0,0,0,0,11.0,74.2,985.7,137,4.5,115
2020-01-01T21:00:00Z,2020-01-01T20:30:00Z,PT30M,14.5,0.07,99,30.8,10.0,0,0,0,0,0,0,11.1,74.6,985.8,138,4.9,121
2020-01-01T21:30:00Z,2020-01-01T21:00:00Z,PT30M,14.5,0.07,95,26.4,10.1,0,0,0,0,0,0,11.2,74.6,986.0,138,5.1,128
2020-01-01T22:00:00Z,2020-01-01T21:30:00Z,PT30M,14.5,0.07,92,0.4,10.0,0,0,0,0,0,0,11.1,74.4,986.1,138,5.2,134
2020-01-01T22:30:00Z,2020-01-01T22:00:00Z,PT30M,14.5,0.07,87,0.0,9.9,0,0,0,0,0,0,10.9,74.2,986.2,138,5.2,140
2020-01-01T23:00:00Z,2020-01-01T22:30:00Z,PT30M,14.4,0.07,83,0.0,9.8,0,0,0,0,0,0,10.6,74.2,986.2,137,5.1,146
2020-01-01T23:30:00Z,2020-01-01T23:00:00Z,PT30M,14.4,0.07,77,0.0,9.9,0,0,0,0,0,0,10.5,74.3,986.1,138,4.9,153
2020-01-02T00:00:00Z,2020-01-01T23:30:00Z,PT30M,14.5,0.07,68,0.0,10.0,0,0,0,0,0,0,10.6,74.6,985.9,141,4.5,159
2020-01-02T00:30:00Z,2020-01-02T00:00:00Z,PT30M,14.4,0.07,55,0.0,10.0,0,0,0,0,0,0,10.5,75.0,985.8,142,4.3,164
2020-01-02T01:00:00Z,2020-01-02T00:30:00Z,PT30M,14.2,0.07,32,0.0,9.9,0,0,0,0,0,0,10.3,75.4,985.5,140,4.3,169
2020-01-02T01:30:00Z,2020-01-02T01:00:00Z,PT30M,14.1,0.07,-4,0.0,9.7,0,0,0,0,0,0,10.1,75.0,985.2,140,4.2,170
2020-01-02T02:00:00Z,2020-01-02T01:30:00Z,PT30M,14.1,0.07,-38,0.0,9.5,0,0,0,0,0,0,9.9,73.8,984.9,140,3.9,168
2020-01-02T02:30:00Z,2020-01-02T02:00:00Z,PT30M,14.1,0.07,-59,0.0,9.3,0,0,0,0,0,0,9.7,73.0,984.7,141,3.8,163
2020-01-02T03:00:00Z,2020-01-02T02:30:00Z,PT30M,14.1,0.07,-70,0.0,9.3,0,0,0,0,0,0,9.5,72.6,984.6,143,3.9,157
2020-01-02T03:30:00Z,2020-01-02T03:00:00Z,PT30M,14.1,0.07,-78,16.9,9.1,0,0,0,0,0,0,9.3,72.0,984.6,144,4.1,151
2020-01-02T04:00:00Z,2020-01-02T03:30:00Z,PT30M,14.0,0.07,-84,30.9,8.9,0,0,0,0,0,0,9.2,71.2,984.8,145,4.4,145
2020-01-02T04:30:00Z,2020-01-02T04:00:00Z,PT30M,14.0,0.07,-88,31.0,8.8,0,0,0,0,0,0,9.2,70.8,984.9,145,4.6,139
2020-01-02T05:00:00Z,2020-01-02T04:30:00Z,PT30M,13.9,0.07,-92,33.4,8.7,0,0,0,0,0,0,9.3,70.8,985.1,146,4.8,132
2020-01-02T05:30:00Z,2020-01-02T05:00:00Z,PT30M,14.0,0.07,-96,31.1,8.8,0,0,0,0,0,0,9.5,71.2,985.2,148,4.9,126
2020-01-02T06:00:00Z,2020-01-02T05:30:00Z,PT30M,14.1,0.07,-100,31.0,9.1,0,0,0,0,0,0,9.7,71.9,985.2,150,5.0,120
2020-01-02T06:30:00Z,2020-01-02T06:00:00Z,PT30M,14.1,0.07,-103,31.0,9.3,0,0,0,0,0,0,9.9,72.9,985.4,151,5.1,114
2020-01-02T07:00:00Z,2020-01-02T06:30:00Z,PT30M,14.0,0.07,-107,31.0,9.4,0,0,0,0,0,0,10.1,74.2,985.5,152,5.3,108
2020-01-02T07:30:00Z,2020-01-02T07:00:00Z,PT30M,13.8,0.07,-110,30.7,9.5,0,0,0,0,0,0,10.2,75.3,985.6,153,5.3,102
2020-01-02T08:00:00Z,2020-01-02T07:30:00Z,PT30M,13.7,0.07,-114,30.9,9.6,0,0,0,0,0,0,10.3,76.3,985.7,153,5.2,96
2020-01-02T08:30:00Z,2020-01-02T08:00:00Z,PT30M,13.7,0.07,-118,29.8,9.6,5,0,0,5,5,5,10.2,76.2,985.7,152,5.2,90
2020-01-02T09:00:00Z,2020-01-02T08:30:00Z,PT30M,13.8,0.07,-122,13.4,9.4,42,106,13,55,88,39,9.9,74.9,985.7,150,5.3,85
2020-01-02T09:30:00Z,2020-01-02T09:00:00Z,PT30M,14.0,0.07,-127,3.8,9.1,68,383,75,143,268,151,9.6,72.4,985.8,149,5.4,79
2020-01-02T10:00:00Z,2020-01-02T09:30:00Z,PT30M,14.5,0.07,-131,2.5,8.8,90,535,144,234,417,380,9.3,68.8,986.0,149,5.5,74
2020-01-02T10:30:00Z,2020-01-02T10:00:00Z,PT30M,14.9,0.07,-137,0.6,8.4,94,674,233,326,561,607,9.1,65.3,986.3,150,5.7,70
2020-01-02T11:00:00Z,2020-01-02T10:30:00Z,PT30M,15.4,0.07,-143,0.4,8.1,103,740,302,405,670,646,9.0,61.9,986.6,151,5.8,66
2020-01-02T11:30:00Z,2020-01-02T11:00:00Z,PT30M,15.8,0.07,-150,6.5,7.9,166,597,276,442,673,579,9.3,59.4,986.8,155,5.8,62
2020-01-02T12:00:00Z,2020-01-02T11:30:00Z,PT30M,16.2,0.07,-157,10.4,7.8,211,514,261,472,681,540,9.9,57.7,986.9,160,5.8,60
2020-01-02T12:30:00Z,2020-01-02T12:00:00Z,PT30M,16.3,0.07,-165,8.3,7.8,196,603,325,520,766,555,10.2,57.2,986.8,162,5.8,57
2020-01-02T13:00:00Z,2020-01-02T12:30:00Z,PT30M,16.3,0.07,-173,7.0,8.0,185,656,365,550,815,559,10.2,58.1,986.6,159,5.6,56
2020-01-02T13:30:00Z,2020-01-02T13:00:00Z,PT30M,16.3,0.07,179,5.6,8.1,170,701,394,564,843,565,10.3,58.3,986.3,156,5.4,56
2020-01-02T14:00:00Z,2020-01-02T13:30:00Z,PT30M,16.4,0.07,171,1.5,8.1,124,818,453,577,890,593,10.4,57.9,985.9,153,5.1,56
2020-01-02T14:30:00Z,2020-01-02T14:00:00Z,PT30M,16.4,0.07,163,2.7,8.3,138,760,405,543,836,594,10.6,58.5,985.5,151,4.9,58
2020-01-02T15:00:00Z,2020-01-02T14:30:00Z,PT30M,16.4,0.07,155,2.0,8.6,132,737,368,501,780,604,10.9,60.1,985.2,149,4.7,60
2020-01-02T15:30:00Z,2020-01-02T15:00:00Z,PT30M,16.3,0.07,148,1.8,8.9,137,662,300,437,687,598,11.0,61.6,985.1,147,4.6,63
2020-01-02T16:00:00Z,2020-01-02T15:30:00Z,PT30M,16.2,0.07,142,12.1,9.1,192,336,136,327,455,454,11.0,62.9,985.0,143,4.6,67
2020-01-02T16:30:00Z,2020-01-02T16:00:00Z,PT30M,16.1,0.07,136,20.0,9.3,193,117,39,232,271,288,11.1,64.3,985.1,141,4.3,71
2020-01-02T17:00:00Z,2020-01-02T16:30:00Z,PT30M,15.9,0.07,130,14.1,9.6,134,157,39,173,227,210,11.2,65.8,985.3,139,3.9,75
2020-01-02T17:30:00Z,2020-01-02T17:00:00Z,PT30M,15.7,0.07,125,8.2,9.8,80,144,24,104,150,92,11.5,68.2,985.5,141,3.7,80
2020-01-02T18:00:00Z,2020-01-02T17:30:00Z,PT30M,15.3,0.07,121,12.4,10.2,31,40,4,36,47,30,11.8,71.6,985.6,147,3.5,86
2020-01-02T18:30:00Z,2020-01-02T18:00:00Z,PT30M,15.0,0.07,117,17.0,10.4,2,0,0,2,2,2,12.0,74.4,985.8,148,3.5,91
2020-01-02T19:00:00Z,2020-01-02T18:30:00Z,PT30M,14.6,0.07,113,11.1,10.6,0,0,0,0,0,0,12.0,76.5,986.1,143,3.5,97
2020-01-02T19:30:00Z,2020-01-02T19:00:00Z,PT30M,14.4,0.07,109,14.9,10.6,0,0,0,0,0,0,11.8,77.9,986.2,139,3.6,103
2020-01-02T20:00:00Z,2020-01-02T19:30:00Z,PT30M,14.2,0.07,106,3.4,10.5,0,0,0,0,0,0,11.4,78.3,986.3,136,3.8,109
2020-01-02T20:30:00Z,2020-01-02T20:00:00Z,PT30M,14.1,0.07,102,0.0,10.3,0,0,0,0,0,0,11.1,78.1,986.5,133,4.0,115
2020-01-02T21:00:00Z,2020-01-02T20:30:00Z,PT30M,14.0,0.07,99,0.0,10.0,0,0,0,0,0,0,10.7,77.2,986.7,130,4.2,121
2020-01-02T21:30:00Z,2020-01-02T21:00:00Z,PT30M,13.9,0.07,95,0.0,9.8,0,0,0,0,0,0,10.5,76.3,986.8,128,4.3,127
2020-01-02T22:00:00Z,2020-01-02T21:30:00Z,PT30M,13.9,0.07,92,0.0,9.6,0,0,0,0,0,0,10.4,75.2,986.9,128,4.5,134
2020-01-02T22:30:00Z,2020-01-02T22:00:00Z,PT30M,13.9,0.07,87,0.0,9.5,0,0,0,0,0,0,10.3,74.5,987.0,128,4.7,140
2020-01-02T23:00:00Z,2020-01-02T22:30:00Z,PT30M,14.0,0.07,83,12.1,9.5,0,0,0,0,0,0,10.2,74.3,987.0,129,4.9,146
2020-01-02T23:30:00Z,2020-01-02T23:00:00Z,PT30M,14.1,0.07,77,7.2,9.7,0,0,0,0,0,0,10.3,74.9,987.0,129,4.9,153
2020-01-03T00:00:00Z,2020-01-02T23:30:00Z,PT30M,14.1,0.07,68,0.0,10.1,0,0,0,0,0,0,10.6,76.4,987.1,130,4.7,159
2020-01-03T00:30:00Z,2020-01-03T00:00:00Z,PT30M,14.1,0.07,55,0.0,10.3,0,0,0,0,0,0,10.7,77.7,987.1,129,4.7,164
2020-01-03T01:00:00Z,2020-01-03T00:30:00Z,PT30M,14.0,0.07,32,0.0,10.3,0,0,0,0,0,0,10.5,78.7,986.9,127,4.8,168
2020-01-03T01:30:00Z,2020-01-03T01:00:00Z,PT30M,13.9,0.07,-4,0.0,10.3,0,0,0,0,0,0,10.3,78.9,986.7,124,4.8,170
2020-01-03T02:00:00Z,2020-01-03T01:30:00Z,PT30M,13.8,0.07,-38,0.0,10.1,0,0,0,0,0,0,9.9,78.2,986.5,121,4.7,168
2020-01-03T02:30:00Z,2020-01-03T02:00:00Z,PT30M,13.8,0.07,-58,0.0,9.7,0,0,0,0,0,0,9.8,76.6,986.5,118,4.5,163
2020-01-03T03:00:00Z,2020-01-03T02:30:00Z,PT30M,13.7,0.07,-70,0.0,9.2,0,0,0,0,0,0,9.9,74.1,986.5,115,4.3,157
2020-01-03T03:30:00Z,2020-01-03T03:00:00Z,PT30M,13.7,0.07,-78,0.0,8.7,0,0,0,0,0,0,10.1,72.1,986.6,112,4.0,151
2020-01-03T04:00:00Z,2020-01-03T03:30:00Z,PT30M,13.6,0.07,-84,0.0,8.4,0,0,0,0,0,0,10.3,70.6,986.7,108,3.8,145
2020-01-03T04:30:00Z,2020-01-03T04:00:00Z,PT30M,13.6,0.07,-88,4.5,8.2,0,0,0,0,0,0,10.6,70.0,986.8,104,3.6,139
2020-01-03T05:00:00Z,2020-01-03T04:30:00Z,PT30M,13.5,0.07,-92,0.1,8.1,0,0,0,0,0,0,10.9,70.1,986.9,100,3.3,132
2020-01-03T05:30:00Z,2020-01-03T05:00:00Z,PT30M,13.5,0.07,-96,0.0,8.2,0,0,0,0,0,0,11.0,70.1,986.9,101,3.1,126
2020-01-03T06:00:00Z,2020-01-03T05:30:00Z,PT30M,13.6,0.07,-100,11.8,8.3,0,0,0,0,0,0,11.0,70.1,986.9,109,3.0,120
2020-01-03T06:30:00Z,2020-01-03T06:00:00Z,PT30M,13.7,0.07,-103,30.6,8.3,0,0,0,0,0,0,10.8,69.9,987.0,117,3.1,114
2020-01-03T07:00:00Z,2020-01-03T06:30:00Z,PT30M,13.6,0.07,-106,30.3,8.1,0,0,0,0,0,0,10.7,69.5,987.3,125,3.4,108
2020-01-03T07:30:00Z,2020-01-03T07:00:00Z,PT30M,13.5,0.07,-110,29.9,7.9,0,0,0,0,0,0,10.5,69.0,987.6,130,3.8,102
2020-01-03T08:00:00Z,2020-01-03T07:30:00Z,PT30M,13.4,0.07,-114,26.1,7.7,0,0,0,0,0,0,10.3,68.5,987.8,132,4.2,96
2020-01-03T08:30:00Z,2020-01-03T08:00:00Z,PT30M,13.4,0.07,-118,27.9,7.5,6,0,0,6,5,6,10.1,67.3,987.9,133,4.7,90
2020-01-03T09:00:00Z,2020-01-03T08:30:00Z,PT30M,13.7,0.07,-122,5.2,7.3,36,224,27,62,131,32,9.9,65.4,988.0,132,5.4,85
2020-01-03T09:30:00Z,2020-01-03T09:00:00Z,PT30M,14.1,0.07,-126,0.8,7.4,59,490,92,151,308,149,9.9,63.9,988.1,132,5.8,79
