PeriodEnd,PeriodStart,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2020-06-02T14:30:00Z,2020-06-02T14:00:00Z,PT30M,18.7,0.06,121,80.8,16.3,189,0,0,189,177,189,33.4,86.0,970.0,196,4.2,19
2020-06-02T15:00:00Z,2020-06-02T14:30:00Z,PT30M,18.6,0.06,110,74.9,16.4,236,0,0,236,222,236,33.6,86.9,969.8,193,4.5,24
2020-06-02T15:30:00Z,2020-06-02T15:00:00Z,PT30M,18.5,0.06,102,74.3,16.4,226,0,0,226,213,226,33.7,87.6,969.7,196,4.5,30
2020-06-02T16:00:00Z,2020-06-02T15:30:00Z,PT30M,18.4,0.06,97,73.9,16.3,211,0,0,211,198,211,33.6,88.0,969.6,203,4.3,37
2020-06-02T16:30:00Z,2020-06-02T16:00:00Z,PT30M,18.1,0.06,92,67.1,16.2,240,0,0,240,225,240,33.3,88.5,969.6,215,3.8,43
2020-06-02T17:00:00Z,2020-06-02T16:30:00Z,PT30M,17.9,0.06,88,69.9,16.0,193,0,0,193,181,193,32.9,88.9,969.5,236,3.2,49
2020-06-02T17:30:00Z,2020-06-02T17:00:00Z,PT30M,17.7,0.06,84,79.3,15.9,112,0,0,112,105,112,32.7,88.8,969.4,248,2.9,55
2020-06-02T18:00:00Z,2020-06-02T17:30:00Z,PT30M,17.8,0.06,81,71.5,15.7,124,0,0,124,116,124,32.8,88.0,969.3,246,2.6,62
2020-06-02T18:30:00Z,2020-06-02T18:00:00Z,PT30M,17.7,0.06,77,74.9,15.5,83,0,0,83,79,83,32.5,87.2,969.4,239,2.3,68
2020-06-02T19:00:00Z,2020-06-02T18:30:00Z,PT30M,17.5,0.06,74,74.4,15.2,58,0,0,58,55,58,31.9,86.3,969.6,226,2.0,74
2020-06-02T19:30:00Z,2020-06-02T19:00:00Z,PT30M,17.4,0.06,70,65.9,15.0,40,0,0,40,38,40,31.4,85.5,969.9,217,2.0,80
2020-06-02T20:00:00Z,2020-06-02T19:30:00Z,PT30M,17.3,0.06,66,42.1,14.7,22,0,0,22,20,22,31.1,84.7,970.3,213,2.2,86
2020-06-02T20:30:00Z,2020-06-02T20:00:00Z,PT30M,17.2,0.06,62,39.1,14.5,1,0,0,1,1,1,30.7,84.2,970.6,210,2.3,92
2020-06-02T21:00:00Z,2020-06-02T20:30:00Z,PT30M,17.1,0.06,58,65.8,14.3,0,0,0,0,0,0,30.4,83.7,970.8,207,2.3,97
2020-06-02T21:30:00Z,2020-06-02T21:00:00Z,PT30M,17.0,0.06,53,65.9,14.2,0,0,0,0,0,0,29.9,83.5,971.0,202,2.2,102
2020-06-02T22:00:00Z,2020-06-02T21:30:00Z,PT30M,16.9,0.06,48,62.2,14.1,0,0,0,0,0,0,29.3,83.4,971.1,195,2.1,107
2020-06-02T22:30:00Z,2020-06-02T22:00:00Z,PT30M,16.9,0.06,42,60.5,14.0,0,0,0,0,0,0,28.8,83.3,971.0,191,2.0,112
2020-06-02T23:00:00Z,2020-06-02T22:30:00Z,PT30M,16.8,0.06,36,58.3,13.9,0,0,0,0,0,0,28.3,83.1,970.9,189,2.0,116
2020-06-02T23:30:00Z,2020-06-02T23:00:00Z,PT30M,16.8,0.06,29,55.9,13.9,0,0,0,0,0,0,27.7,83.0,970.9,192,2.2,119
2020-06-03T00:00:00Z,2020-06-02T23:30:00Z,PT30M,16.9,0.06,22,49.7,14.0,0,0,0,0,0,0,26.9,83.0,970.9,198,2.5,122
2020-06-03T00:30:00Z,2020-06-03T00:00:00Z,PT30M,16.8,0.06,14,51.1,14.0,0,0,0,0,0,0,26.1,83.2,970.8,199,2.7,124
2020-06-03T01:00:00Z,2020-06-03T00:30:00Z,PT30M,16.7,0.06,6,47.8,13.9,0,0,0,0,0,0,25.5,83.7,970.7,198,2.7,125
2020-06-03T01:30:00Z,2020-06-03T01:00:00Z,PT30M,16.5,0.06,-3,48.0,13.9,0,0,0,0,0,0,25.0,84.5,970.5,199,2.8,125
2020-06-03T02:00:00Z,2020-06-03T01:30:00Z,PT30M,16.2,0.06,-11,46.1,13.8,0,0,0,0,0,0,24.7,85.7,970.4,203,2.8,124
2020-06-03T02:30:00Z,2020-06-03T02:00:00Z,PT30M,16.1,0.05,-19,47.8,13.8,0,0,0,0,0,0,24.3,86.3,970.3,206,2.8,123
2020-06-03T03:00:00Z,2020-06-03T02:30:00Z,PT30M,16.2,0.05,-27,46.1,13.9,0,0,0,0,0,0,23.9,86.2,970.2,208,2.8,120
2020-06-03T03:30:00Z,2020-06-03T03:00:00Z,PT30M,16.2,0.05,-34,46.1,13.9,0,0,0,0,0,0,23.1,85.8,970.1,208,2.7,117
2020-06-03T04:00:00Z,2020-06-03T03:30:00Z,PT30M,16.3,0.05,-40,51.4,13.8,0,0,0,0,0,0,22.2,85.1,970.0,205,2.7,113
2020-06-03T04:30:00Z,2020-06-03T04:00:00Z,PT30M,16.3,0.05,-46,51.8,13.7,0,0,0,0,0,0,21.3,84.5,969.8,202,2.7,109
2020-06-03T05:00:00Z,2020-06-03T04:30:00Z,PT30M,16.2,0.05,-51,45.7,13.5,0,0,0,0,0,0,20.3,83.9,969.5,199,2.6,104
2020-06-03T05:30:00Z,2020-06-03T05:00:00Z,PT30M,16.0,0.05,-56,33.6,13.3,0,0,0,0,0,0,19.4,83.7,969.4,203,2.6,99
2020-06-03T06:00:00Z,2020-06-03T05:30:00Z,PT30M,15.9,0.05,-60,49.2,13.1,0,0,0,0,0,0,18.4,83.8,969.3,212,2.6,94
2020-06-03T06:30:00Z,2020-06-03T06:00:00Z,PT30M,15.8,0.05,-65,37.2,13.1,13,0,0,13,12,13,17.7,83.8,969.4,218,2.6,88
2020-06-03T07:00:00Z,2020-06-03T06:30:00Z,PT30M,15.8,0.05,-68,36.4,13.1,62,8,2,64,58,67,17.2,83.6,969.7,221,2.7,82
2020-06-03T07:30:00Z,2020-06-03T07:00:00Z,PT30M,16.0,0.05,-72,23.2,13.0,122,129,32,154,118,239,17.1,82.6,970.0,222,2.7,76
2020-06-03T08:00:00Z,2020-06-03T07:30:00Z,PT30M,16.3,0.05,-76,28.9,13.0,176,126,40,216,180,322,17.2,81.0,970.2,221,2.8,70
2020-06-03T08:30:00Z,2020-06-03T08:00:00Z,PT30M,16.6,0.05,-79,54.4,12.9,190,1,0,190,179,191,17.8,79.0,970.5,221,3.0,64
2020-06-03T09:00:00Z,2020-06-03T08:30:00Z,PT30M,16.9,0.05,-83,66.3,12.8,178,0,0,178,167,178,18.6,76.9,970.7,221,3.1,58
2020-06-03T09:30:00Z,2020-06-03T09:00:00Z,PT30M,17.2,0.05,-86,17.6,12.8,164,566,362,526,457,749,19.3,75.5,970.8,222,3.2,52
2020-06-03T10:00:00Z,2020-06-03T09:30:00Z,PT30M,17.5,0.05,-90,5.5,13.0,156,758,527,683,602,943,19.7,74.8,970.9,223,3.3,45
2020-06-03T10:30:00Z,2020-06-03T10:00:00Z,PT30M,17.8,0.05,-94,25.9,13.0,424,229,179,603,560,673,19.8,73.9,971.0,223,3.4,39
2020-06-03T11:00:00Z,2020-06-03T10:30:00Z,PT30M,18.0,0.05,-100,22.2,13.0,426,317,266,692,648,761,19.6,72.8,971.1,224,3.5,33
2020-06-03T11:30:00Z,2020-06-03T11:00:00Z,PT30M,18.2,0.05,-106,28.9,13.0,515,185,164,678,640,707,19.3,71.5,971.1,226,3.8,27
2020-06-03T12:00:00Z,2020-06-03T11:30:00Z,PT30M,18.4,0.05,-115,24.7,12.8,494,281,264,758,721,777,18.9,70.1,971.2,229,4.5,21
2020-06-03T12:30:00Z,2020-06-03T12:00:00Z,PT30M,18.4,0.05,-130,8.4,12.8,260,718,694,954,915,971,19.0,69.8,971.2,228,4.7,15
2020-06-03T13:00:00Z,2020-06-03T12:30:00Z,PT30M,18.4,0.05,-155,2.2,13.0,149,903,885,1034,996,1039,19.4,70.6,971.3,223,4.6,12
2020-06-03T13:30:00Z,2020-06-03T13:00:00Z,PT30M,18.4,0.05,169,32.7,13.1,457,261,257,714,679,714,19.4,71.2,971.3,220,4.6,11
2020-06-03T14:00:00Z,2020-06-03T13:30:00Z,PT30M,18.3,0.05,139,44.1,13.1,554,34,32,586,551,587,19.1,71.7,971.2,219,4.7,14
2020-06-03T14:30:00Z,2020-06-03T14:00:00Z,PT30M,18.3,0.05,121,17.5,13.1,410,456,430,841,801,866,19.0,71.7,971.1,217,4.8,19
2020-06-03T15:00:00Z,2020-06-03T14:30:00Z,PT30M,18.4,0.05,109,21.9,13.1,418,376,345,763,724,799,19.0,71.1,970.9,215,4.8,24
2020-06-03T15:30:00Z,2020-06-03T15:00:00Z,PT30M,18.5,0.05,102,43.1,13.1,495,29,25,520,488,526,19.5,70.7,970.7,214,4.8,30
2020-06-03T16:00:00Z,2020-06-03T15:30:00Z,PT30M,18.5,0.05,96,41.5,13.1,445,59,49,494,464,508,20.3,70.7,970.5,214,4.9,37
2020-06-03T16:30:00Z,2020-06-03T16:00:00Z,PT30M,18.5,0.05,92,56.8,13.2,327,0,0,327,307,327,21.0,71.6,970.3,215,4.8,43
2020-06-03T17:00:00Z,2020-06-03T16:30:00Z,PT30M,18.3,0.05,88,48.6,13.5,310,43,26,336,312,359,21.3,73.6,970.2,216,4.7,49
2020-06-03T17:30:00Z,2020-06-03T17:00:00Z,PT30M,18.1,0.05,84,10.9,13.7,198,537,299,498,416,786,21.6,75.3,970.2,218,4.5,55
2020-06-03T18:00:00Z,2020-06-03T17:30:00Z,PT30M,17.9,0.05,80,26.9,13.7,210,250,128,339,291,481,21.7,76.7,970.3,220,4.3,62
2020-06-03T18:30:00Z,2020-06-03T18:00:00Z,PT30M,17.6,0.05,77,41.5,13.7,206,0,0,206,194,206,21.8,77.9,970.3,220,4.0,68
2020-06-03T19:00:00Z,2020-06-03T18:30:00Z,PT30M,17.5,0.05,73,65.6,13.8,79,0,0,79,75,79,22.1,79.0,970.4,216,3.8,74
2020-06-03T19:30:00Z,2020-06-03T19:00:00Z,PT30M,17.2,0.05,70,35.5,13.8,82,6,1,83,77,82,22.3,80.3,970.6,215,3.6,80
2020-06-03T20:00:00Z,2020-06-03T19:30:00Z,PT30M,17.0,0.05,66,9.4,13.8,32,82,8,39,28,31,22.4,81.7,970.8,217,3.4,86
2020-06-03T20:30:00Z,2020-06-03T20:00:00Z,PT30M,16.8,0.05,62,34.8,13.8,2,2,0,2,2,2,22.2,82.9,971.0,217,3.3,91
2020-06-03T21:00:00Z,2020-06-03T20:30:00Z,PT30M,16.6,0.05,58,37.7,13.8,0,0,0,0,0,0,21.6,83.6,971.1,216,3.3,97
2020-06-03T21:30:00Z,2020-06-03T21:00:00Z,PT30M,16.5,0.05,53,3.0,13.8,0,0,0,0,0,0,21.1,84.0,971.3,213,3.3,102
2020-06-03T22:00:00Z,2020-06-03T21:30:00Z,PT30M,16.6,0.05,48,4.0,13.9,0,0,0,0,0,0,20.7,84.0,971.5,208,3.4,107
2020-06-03T22:30:00Z,2020-06-03T22:00:00Z,PT30M,16.7,0.05,42,7.9,14.0,0,0,0,0,0,0,20.4,84.2,971.6,205,3.5,111
2020-06-03T23:00:00Z,2020-06-03T22:30:00Z,PT30M,16.7,0.05,36,21.8,14.1,0,0,0,0,0,0,20.4,84.8,971.7,203,3.7,115
2020-06-03T23:30:00Z,2020-06-03T23:00:00Z,PT30M,16.6,0.05,29,31.3,14.1,0,0,0,0,0,0,20.2,85.1,971.7,201,3.9,119
2020-06-04T00:00:00Z,2020-06-03T23:30:00Z,PT30M,16.6,0.05,22,37.7,14.1,0,0,0,0,0,0,19.6,85.1,971.6,199,4.0,122
2020-06-04T00:30:00Z,2020-06-04T00:00:00Z,PT30M,16.6,0.05,14,20.1,14.1,0,0,0,0,0,0,19.3,85.1,971.4,197,4.1,124
2020-06-04T01:00:00Z,2020-06-04T00:30:00Z,PT30M,16.6,0.05,6,13.5,14.1,0,0,0,0,0,0,19.2,85.1,971.3,195,4.2,125
2020-06-04T01:30:00Z,2020-06-04T01:00:00Z,PT30M,16.6,0.05,-2,30.7,14.1,0,0,0,0,0,0,19.2,85.3,971.1,193,4.3,125
2020-06-04T02:00:00Z,2020-06-04T01:30:00Z,PT30M,16.6,0.05,-11,45.6,14.2,0,0,0,0,0,0,19.4,85.6,970.7,190,4.4,124
2020-06-04T02:30:00Z,2020-06-04T02:00:00Z,PT30M,16.6,0.05,-19,35.6,14.2,0,0,0,0,0,0,19.7,85.8,970.5,189,4.4,122
2020-06-04T03:00:00Z,2020-06-04T02:30:00Z,PT30M,16.6,0.05,-26,43.0,14.2,0,0,0,0,0,0,20.1,86.0,970.3,191,4.4,120
2020-06-04T03:30:00Z,2020-06-04T03:00:00Z,PT30M,16.5,0.05,-33,46.6,14.2,0,0,0,0,0,0,20.4,86.2,970.2,192,4.4,117
2020-06-04T04:00:00Z,2020-06-04T03:30:00Z,PT30M,16.5,0.05,-40,44.2,14.2,0,0,0,0,0,0,20.7,86.4,970.1,193,4.4,113
2020-06-04T04:30:00Z,2020-06-04T04:00:00Z,PT30M,16.5,0.05,-46,37.1,14.2,0,0,0,0,0,0,20.9,86.5,970.0,194,4.3,109
2020-06-04T05:00:00Z,2020-06-04T04:30:00Z,PT30M,16.5,0.05,-51,44.5,14.2,0,0,0,0,0,0,20.8,86.5,970.0,195,4.2,104
2020-06-04T05:30:00Z,2020-06-04T05:00:00Z,PT30M,16.5,0.05,-56,45.4,14.2,0,0,0,0,0,0,20.7,86.2,970.1,195,4.0,99
2020-06-04T06:00:00Z,2020-06-04T05:30:00Z,PT30M,16.5,0.05,-60,34.9,14.1,0,0,0,0,0,0,20.7,85.7,970.3,195,3.7,94
2020-06-04T06:30:00Z,2020-06-04T06:00:00Z,PT30M,16.6,0.05,-64,42.5,14.1,10,0,0,10,9,10,20.7,85.2,970.6,194,3.5,88
2020-06-04T07:00:00Z,2020-06-04T06:30:00Z,PT30M,16.6,0.05,-68,68.7,14.1,29,0,0,29,28,29,21.0,84.8,970.9,190,3.4,82
2020-06-04T07:30:00Z,2020-06-04T07:00:00Z,PT30M,16.8,0.05,-72,72.4,14.1,53,0,0,53,50,53,21.3,84.3,971.2,186,3.3,76
2020-06-04T08:00:00Z,2020-06-04T07:30:00Z,PT30M,17.0,0.05,-75,71.6,14.2,84,0,0,84,79,84,21.7,83.7,971.4,183,3.3,70
2020-06-04T08:30:00Z,2020-06-04T08:00:00Z,PT30M,17.2,0.05,-79,64.8,14.3,148,0,0,148,139,148,21.6,83.0,971.6,180,3.3,64
2020-06-04T09:00:00Z,2020-06-04T08:30:00Z,PT30M,17.6,0.05,-82,47.8,14.5,270,10,6,276,258,282,21.2,81.9,971.7,179,3.4,58
2020-06-04T09:30:00Z,2020-06-04T09:00:00Z,PT30M,17.9,0.05,-86,15.8,14.5,229,476,304,533,466,739,20.8,80.8,971.7,177,3.5,52
2020-06-04T10:00:00Z,2020-06-04T09:30:00Z,PT30M,18.1,0.05,-90,1.8,14.6,111,856,601,712,625,997,20.3,79.6,971.8,175,3.5,45
2020-06-04T10:30:00Z,2020-06-04T10:00:00Z,PT30M,18.4,0.05,-94,8.7,14.5,224,671,517,741,674,923,19.8,78.2,971.9,176,3.7,39
2020-06-04T11:00:00Z,2020-06-04T10:30:00Z,PT30M,18.7,0.05,-99,23.5,14.5,438,290,244,682,639,744,19.5,76.6,972.0,179,3.8,33
2020-06-04T11:30:00Z,2020-06-04T11:00:00Z,PT30M,19.0,0.05,-106,23.0,14.4,458,312,277,735,694,780,19.1,74.5,972.1,183,3.8,27
2020-06-04T12:00:00Z,2020-06-04T11:30:00Z,PT30M,19.5,0.05,-115,36.3,14.3,600,45,42,642,605,646,18.8,72.0,972.2,188,3.6,21
2020-06-04T12:30:00Z,2020-06-04T12:00:00Z,PT30M,19.8,0.05,-130,46.6,14.1,542,14,14,555,523,556,18.5,70.0,972.3,187,3.6,15
2020-06-04T13:00:00Z,2020-06-04T12:30:00Z,PT30M,19.9,0.05,-155,44.3,14.0,568,24,23,591,557,591,18.3,68.5,972.4,182,3.8,12
2020-06-04T13:30:00Z,2020-06-04T13:00:00Z,PT30M,20.0,0.05,169,41.2,13.8,588,38,37,625,589,626,18.3,67.2,972.3,180,3.9,11
2020-06-04T14:00:00Z,2020-06-04T13:30:00Z,PT30M,20.0,0.05,139,17.7,13.5,428,448,435,863,826,872,18.6,66.0,972.1,182,4.0,14
2020-06-04T14:30:00Z,2020-06-04T14:00:00Z,PT30M,20.1,0.05,120,6.5,13.4,222,773,731,953,909,989,19.1,65.3,972.1,182,4.1,18
2020-06-04T15:00:00Z,2020-06-04T14:30:00Z,PT30M,20.2,0.05,109,1.0,13.5,121,923,842,964,912,1044,19.7,65.3,972.1,180,4.1,24
2020-06-04T15:30:00Z,2020-06-04T15:00:00Z,PT30M,20.2,0.05,102,1.2,13.6,122,903,780,903,842,1033,20.2,65.9,972.1,179,4.2,30
2020-06-04T16:00:00Z,2020-06-04T15:30:00Z,PT30M,20.1,0.05,96,0.0,13.8,97,924,743,841,769,1036,20.6,67.3,971.9,179,4.2,36
2020-06-04T16:30:00Z,2020-06-04T16:00:00Z,PT30M,19.9,0.05,92,0.4,14.1,98,894,657,755,672,1016,21.0,69.1,971.8,177,4.2,43
2020-06-04T17:00:00Z,2020-06-04T16:30:00Z,PT30M,19.7,0.05,88,11.1,14.4,194,601,401,595,521,832,21.2,71.4,971.8,174,4.1,49
2020-06-04T17:30:00Z,2020-06-04T17:00:00Z,PT30M,19.4,0.05,84,41.5,14.7,327,8,5,332,312,336,21.3,74.5,971.6,175,4.0,55
2020-06-04T18:00:00Z,2020-06-04T17:30:00Z,PT30M,18.9,0.05,80,71.2,15.1,136,0,0,136,128,136,21.3,78.6,971.4,178,3.9,62
2020-06-04T18:30:00Z,2020-06-04T18:00:00Z,PT30M,18.6,0.05,77,75.0,15.3,86,0,0,86,81,86,21.2,81.4,971.4,176,3.8,68
2020-06-04T19:00:00Z,2020-06-04T18:30:00Z,PT30M,18.4,0.05,73,59.8,15.4,94,0,0,94,88,94,21.0,82.8,971.6,169,3.7,74
2020-06-04T19:30:00Z,2020-06-04T19:00:00Z,PT30M,18.1,0.05,70,44.3,15.4,77,0,0,77,73,77,20.8,84.1,971.8,162,3.6,80
2020-06-04T20:00:00Z,2020-06-04T19:30:00Z,PT30M,17.8,0.05,66,35.2,15.3,27,2,0,27,26,27,20.5,85.3,972.1,156,3.5,86
2020-06-04T20:30:00Z,2020-06-04T20:00:00Z,PT30M,17.5,0.05,62,0.5,15.2,2,4,0,2,2,2,20.4,86.3,972.3,149,3.4,91
2020-06-04T21:00:00Z,2020-06-04T20:30:00Z,PT30M,17.2,0.05,58,0.0,15.0,0,0,0,0,0,0,20.5,87.1,972.6,142,3.5,97
2020-06-04T21:30:00Z,2020-06-04T21:00:00Z,PT30M,17.0,0.05,53,0.0,14.9,0,0,0,0,0,0,20.5,87.4,972.8,137,3.6,102
2020-06-04T22:00:00Z,2020-06-04T21:30:00Z,PT30M,16.9,0.05,48,0.0,14.7,0,0,0,0,0,0,20.6,87.2,973.1,135,3.7,107
2020-06-04T22:30:00Z,2020-06-04T22:00:00Z,PT30M,16.8,0.05,42,0.0,14.7,0,0,0,0,0,0,20.7,87.2,973.3,136,3.9,111
2020-06-04T23:00:00Z,2020-06-04T22:30:00Z,PT30M,16.9,0.05,36,0.9,14.8,0,0,0,0,0,0,20.8,87.4,973.5,139,4.0,115
2020-06-04T23:30:00Z,2020-06-04T23:00:00Z,PT30M,16.9,0.05,29,8.6,14.9,0,0,0,0,0,0,21.1,87.9,973.5,141,4.2,119
2020-06-05T00:00:00Z,2020-06-04T23:30:00Z,PT30M,16.9,0.05,22,6.8,15.0,0,0,0,0,0,0,21.8,88.6,973.3,144,4.4,121
2020-06-05T00:30:00Z,2020-06-05T00:00:00Z,PT30M,16.9,0.05,14,1.4,15.1,0,0,0,0,0,0,22.3,88.8,973.1,145,4.6,123
2020-06-05T01:00:00Z,2020-06-05T00:30:00Z,PT30M,16.9,0.05,6,3.2,15.0,0,0,0,0,0,0,22.4,88.5,973.0,144,4.7,124
2020-06-05T01:30:00Z,2020-06-05T01:00:00Z,PT30M,16.8,0.05,-2,2.9,14.9,0,0,0,0,0,0,22.4,88.1,972.7,144,4.8,125
2020-06-05T02:00:00Z,2020-06-05T01:30:00Z,PT30M,16.8,0.05,-11,8.4,14.8,0,0,0,0,0,0,22.4,87.6,972.4,143,4.7,124
2020-06-05T02:30:00Z,2020-06-05T02:00:00Z,PT30M,16.8,0.05,-19,3.0,14.7,0,0,0,0,0,0,22.4,87.5,972.1,143,4.6,122
2020-06-05T03:00:00Z,2020-06-05T02:30:00Z,PT30M,16.7,0.05,-26,2.3,14.6,0,0,0,0,0,0,22.4,87.6,971.9,142,4.5,120
2020-06-05T03:30:00Z,2020-06-05T03:00:00Z,PT30M,16.6,0.05,-33,14.3,14.4,0,0,0,0,0,0,22.2,87.0,971.7,141,4.4,117
2020-06-05T04:00:00Z,2020-06-05T03:30:00Z,PT30M,16.6,0.05,-40,12.6,14.2,0,0,0,0,0,0,21.7,85.7,971.5,142,4.4,113
2020-06-05T04:30:00Z,2020-06-05T04:00:00Z,PT30M,16.6,0.05,-46,9.3,13.9,0,0,0,0,0,0,21.3,84.6,971.4,144,4.4,109
2020-06-05T05:00:00Z,2020-06-05T04:30:00Z,PT30M,16.5,0.05,-51,1.5,13.7,0,0,0,0,0,0,20.9,83.7,971.3,146,4.5,104
2020-06-05T05:30:00Z,2020-06-05T05:00:00Z,PT30M,16.5,0.05,-56,11.1,13.8,0,0,0,0,0,0,21.4,83.8,971.3,147,4.4,99
2020-06-05T06:00:00Z,2020-06-05T05:30:00Z,PT30M,16.6,0.05,-60,6.4,14.0,0,0,0,0,0,0,22.8,84.8,971.3,145,4.2,94
2020-06-05T06:30:00Z,2020-06-05T06:00:00Z,PT30M,16.7,0.05,-64,0.0,14.1,12,80,7,20,10,11,23.2,84.5,971.4,144,4.1,88
2020-06-05T07:00:00Z,2020-06-05T06:30:00Z,PT30M,17.0,0.05,-68,0.0,14.0,39,388,55,94,28,132,22.4,82.8,971.5,142,4.2,82
2020-06-05T07:30:00Z,2020-06-05T07:00:00Z,PT30M,17.4,0.05,-72,7.6,14.0,86,403,90,176,84,372,22.3,80.3,971.7,143,4.3,76
2020-06-05T08:00:00Z,2020-06-05T07:30:00Z,PT30M,18.0,0.05,-75,32.3,13.9,188,44,14,202,182,238,22.7,76.9,972.0,146,4.4,70
2020-06-05T08:30:00Z,2020-06-05T08:00:00Z,PT30M,18.5,0.05,-79,57.5,13.8,171,1,0,172,161,172,23.8,73.8,972.2,146,4.4,64
2020-06-05T09:00:00Z,2020-06-05T08:30:00Z,PT30M,19.0,0.05,-82,55.9,13.6,229,0,0,229,215,229,25.7,71.0,972.3,144,4.4,58
2020-06-05T09:30:00Z,2020-06-05T09:00:00Z,PT30M,19.3,0.05,-86,56.0,13.7,267,0,0,267,251,267,27.1,70.1,972.4,146,4.6,52
2020-06-05T10:00:00Z,2020-06-05T09:30:00Z,PT30M,19.5,0.05,-90,65.9,14.2,243,0,0,243,228,243,27.8,71.2,972.3,151,5.0,45
2020-06-05T10:30:00Z,2020-06-05T10:00:00Z,PT30M,19.6,0.05,-94,61.1,14.7,308,0,0,308,289,308,28.4,73.5,972.3,153,5.1,39
2020-06-05T11:00:00Z,2020-06-05T10:30:00Z,PT30M,19.5,0.05,-99,81.5,15.4,158,0,0,158,148,158,29.0,76.8,972.3,152,4.9,33
2020-06-05T11:30:00Z,2020-06-05T11:00:00Z,PT30M,19.3,0.05,-106,91.1,15.7,83,0,0,83,78,83,30.2,79.6,972.3,148,4.6,27
2020-06-05T12:00:00Z,2020-06-05T11:30:00Z,PT30M,18.9,0.05,-115,59.9,15.7,392,0,0,392,368,392,31.8,81.7,972.4,140,4.5,21
2020-06-05T12:30:00Z,2020-06-05T12:00:00Z,PT30M,18.5,0.05,-129,72.3,15.7,278,0,0,278,261,278,32.5,83.8,972.4,137,4.4,15
2020-06-05T13:00:00Z,2020-06-05T12:30:00Z,PT30M,18.1,0.05,-155,81.0,15.7,195,0,0,195,183,195,32.3,85.6,972.4,139,4.5,11
2020-06-05T13:30:00Z,2020-06-05T13:00:00Z,PT30M,17.8,0.05,169,89.7,15.5,106,0,0,106,99,106,32.5,86.5,972.3,141,4.7,11
2020-06-05T14:00:00Z,2020-06-05T13:30:00Z,PT30M,17.6,0.05,139,94.2,15.3,59,0,0,59,55,59,33.0,86.4,971.9,142,4.9,13
2020-06-05T14:30:00Z,2020-06-05T14:00:00Z,PT30M,17.4,0.05,120,94.2,15.2,57,0,0,57,54,57,32.9,86.6,971.7,138,5.3,18
2020-06-05T15:00:00Z,2020-06-05T14:30:00Z,PT30M,17.3,0.05,109,93.8,15.2,58,0,0,58,55,58,32.4,87.1,971.4,132,6.0,24
2020-06-05T15:30:00Z,2020-06-05T15:00:00Z,PT30M,17.4,0.05,102,95.6,15.1,39,0,0,39,36,39,31.8,86.7,971.1,129,6.4,30
2020-06-05T16:00:00Z,2020-06-05T15:30:00Z,PT30M,17.6,0.05,96,95.5,15.1,37,0,0,37,35,37,31.0,85.4,970.7,129,6.7,36
2020-06-05T16:30:00Z,2020-06-05T16:00:00Z,PT30M,17.8,0.05,92,94.1,15.2,43,0,0,43,41,43,30.5,84.6,970.4,126,6.8,43
2020-06-05T17:00:00Z,2020-06-05T16:30:00Z,PT30M,18.1,0.05,87,93.0,15.4,45,0,0,45,42,45,30.1,84.3,970.2,122,6.8,49
2020-06-05T17:30:00Z,2020-06-05T17:00:00Z,PT30M,18.3,0.05,84,88.8,15.7,59,0,0,59,55,59,30.0,85.1,970.0,121,6.1,55
2020-06-05T18:00:00Z,2020-06-05T17:30:00Z,PT30M,18.3,0.05,80,64.1,16.1,156,0,0,156,147,156,30.2,87.0,970.1,125,4.9,61
2020-06-05T18:30:00Z,2020-06-05T18:00:00Z,PT30M,18.3,0.05,77,54.2,16.3,156,0,0,156,147,156,30.0,87.9,970.0,128,4.4,68
2020-06-05T19:00:00Z,2020-06-05T18:30:00Z,PT30M,18.3,0.05,73,71.5,16.2,65,0,0,65,61,65,29.2,87.9,969.9,128,4.6,74
2020-06-05T19:30:00Z,2020-06-05T19:00:00Z,PT30M,18.2,0.05,70,60.0,16.1,50,0,0,50,48,50,28.3,87.6,969.9,128,4.8,80
2020-06-05T20:00:00Z,2020-06-05T19:30:00Z,PT30M,18.2,0.05,66,59.4,16.0,17,0,0,17,16,17,27.2,86.9,970.0,129,4.8,86
2020-06-05T20:30:00Z,2020-06-05T20:00:00Z,PT30M,18.2,0.05,62,45.2,15.9,1,0,0,1,1,1,27.0,86.5,970.1,130,4.8,91
2020-06-05T21:00:00Z,2020-06-05T20:30:00Z,PT30M,18.0,0.05,58,61.5,15.7,0,0,0,0,0,0,27.5,86.5,970.2,131,4.8,97
2020-06-05T21:30:00Z,2020-06-05T21:00:00Z,PT30M,17.9,0.05,53,76.1,15.5,0,0,0,0,0,0,28.0,86.0,970.4,136,4.8,102
2020-06-05T22:00:00Z,2020-06-05T21:30:00Z,PT30M,17.8,0.05,48,78.7,15.3,0,0,0,0,0,0,28.6,85.1,970.7,146,4.9,107
2020-06-05T22:30:00Z,2020-06-05T22:00:00Z,PT30M,17.7,0.05,42,63.1,15.1,0,0,0,0,0,0,28.8,85.1,970.9,155,4.7,111
2020-06-05T23:00:00Z,2020-06-05T22:30:00Z,PT30M,17.4,0.05,36,9.8,15.0,0,0,0,0,0,0,28.6,86.2,971.0,166,4.1,115
