PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2020-07-30T01:00:00Z,2020-07-30T00:30:00Z,PT30M,17.6,9,40.6,14.9,0,0,0,0,0,0,15.0,84.3,0.0,974.4,57,4.0,128,0.06
2020-07-30T01:30:00Z,2020-07-30T01:00:00Z,PT30M,17.5,0,55.6,14.9,0,0,0,0,0,0,15.3,84.4,0.0,974.1,61,3.7,128,0.06
2020-07-30T02:00:00Z,2020-07-30T01:30:00Z,PT30M,17.5,-9,53.9,14.8,0,0,0,0,0,0,15.4,84.2,0.0,974.0,67,3.2,128,0.06
2020-07-30T02:30:00Z,2020-07-30T02:00:00Z,PT30M,17.4,-18,58.2,14.7,0,0,0,0,0,0,15.4,83.9,0.0,973.9,70,2.8,127,0.06
2020-07-30T03:00:00Z,2020-07-30T02:30:00Z,PT30M,17.4,-26,35.1,14.5,0,0,0,0,0,0,15.4,83.4,0.0,973.8,67,2.5,124,0.06
2020-07-30T03:30:00Z,2020-07-30T03:00:00Z,PT30M,17.3,-34,26.7,14.4,0,0,0,0,0,0,15.2,83.2,0.0,973.8,63,2.2,121,0.06
2020-07-30T04:00:00Z,2020-07-30T03:30:00Z,PT30M,17.1,-40,18.1,14.2,0,0,0,0,0,0,15.1,83.3,0.0,973.8,60,2.0,117,0.06
2020-07-30T04:30:00Z,2020-07-30T04:00:00Z,PT30M,17.0,-47,33.1,14.1,0,0,0,0,0,0,15.0,83.4,0.0,973.7,54,2.0,113,0.06
2020-07-30T05:00:00Z,2020-07-30T04:30:00Z,PT30M,16.8,-52,47.9,14.1,0,0,0,0,0,0,14.9,83.6,0.0,973.5,47,2.0,108,0.06
2020-07-30T05:30:00Z,2020-07-30T05:00:00Z,PT30M,16.8,-57,38.7,14.0,0,0,0,0,0,0,14.6,83.4,0.0,973.5,47,2.1,103,0.06
2020-07-30T06:00:00Z,2020-07-30T05:30:00Z,PT30M,16.9,-62,36.4,13.9,0,0,0,0,0,0,14.1,82.6,0.0,973.6,53,2.1,98,0.06
2020-07-30T06:30:00Z,2020-07-30T06:00:00Z,PT30M,16.9,-66,44.6,13.9,2,0,0,2,2,2,14.0,82.3,0.0,973.6,56,2.1,92,0.06
2020-07-30T07:00:00Z,2020-07-30T06:30:00Z,PT30M,16.9,-70,29.5,13.8,31,0,0,31,29,31,14.3,82.3,0.0,973.7,56,2.1,86,0.06
2020-07-30T07:30:00Z,2020-07-30T07:00:00Z,PT30M,17.2,-74,46.9,13.9,74,0,0,74,70,74,14.4,80.6,0.0,973.8,54,2.1,80,0.06
2020-07-30T08:00:00Z,2020-07-30T07:30:00Z,PT30M,17.9,-78,55.6,13.9,110,0,0,110,103,110,14.4,77.4,0.0,974.1,50,1.9,74,0.06
2020-07-30T08:30:00Z,2020-07-30T08:00:00Z,PT30M,18.8,-82,56.8,13.9,159,0,0,159,149,159,14.3,73.4,0.0,974.3,43,1.8,68,0.06
2020-07-30T09:00:00Z,2020-07-30T08:30:00Z,PT30M,19.7,-85,41.8,13.8,274,9,5,279,262,285,14.2,68.8,0.0,974.6,31,1.7,61,0.06
2020-07-30T09:30:00Z,2020-07-30T09:00:00Z,PT30M,20.5,-89,25.2,13.7,302,229,136,438,401,566,14.1,65.3,0.0,974.8,19,1.8,55,0.06
2020-07-30T10:00:00Z,2020-07-30T09:30:00Z,PT30M,21.1,-93,12.1,13.7,234,554,366,600,551,837,13.9,62.7,0.0,974.8,11,2.0,49,0.06
2020-07-30T10:30:00Z,2020-07-30T10:00:00Z,PT30M,21.5,-98,14.2,13.7,288,511,376,663,625,835,13.9,61.3,0.0,974.8,8,2.3,43,0.06
2020-07-30T11:00:00Z,2020-07-30T10:30:00Z,PT30M,21.7,-104,6.2,13.9,183,765,620,803,770,963,13.9,61.0,0.0,974.8,8,2.7,36,0.06
2020-07-30T11:30:00Z,2020-07-30T11:00:00Z,PT30M,21.9,-111,0.0,14.2,85,970,837,922,898,1049,14.3,61.6,0.0,974.8,6,3.2,30,0.06
2020-07-30T12:00:00Z,2020-07-30T11:30:00Z,PT30M,22.0,-120,5.9,14.7,201,789,714,916,899,981,15.0,63.0,0.0,974.8,4,3.8,25,0.06
2020-07-30T12:30:00Z,2020-07-30T12:00:00Z,PT30M,22.2,-133,33.5,15.0,557,122,114,671,640,679,15.5,63.9,0.0,974.8,6,4.0,20,0.06
2020-07-30T13:00:00Z,2020-07-30T12:30:00Z,PT30M,22.4,-153,37.9,15.3,619,22,21,640,605,641,15.8,64.3,0.0,974.6,12,3.8,16,0.06
2020-07-30T13:30:00Z,2020-07-30T13:00:00Z,PT30M,22.6,180,48.6,15.6,534,1,1,534,502,534,16.3,64.5,0.0,974.6,20,3.4,14,0.06
2020-07-30T14:00:00Z,2020-07-30T13:30:00Z,PT30M,22.7,153,54.3,15.7,470,0,0,470,441,470,16.8,64.5,0.0,974.6,33,2.9,16,0.06
2020-07-30T14:30:00Z,2020-07-30T14:00:00Z,PT30M,22.8,133,43.7,15.9,564,0,0,564,530,564,17.1,64.9,0.0,974.7,48,2.5,20,0.06
2020-07-30T15:00:00Z,2020-07-30T14:30:00Z,PT30M,22.8,120,42.6,16.0,552,0,0,552,519,552,17.1,65.5,0.0,974.8,65,2.2,25,0.06
2020-07-30T15:30:00Z,2020-07-30T15:00:00Z,PT30M,22.6,110,37.4,16.1,543,28,23,567,534,572,17.1,66.7,0.0,974.9,70,2.0,30,0.06
2020-07-30T16:00:00Z,2020-07-30T15:30:00Z,PT30M,22.2,104,33.7,16.1,503,65,52,555,524,573,17.1,68.4,0.0,974.8,60,2.0,36,0.06
2020-07-30T16:30:00Z,2020-07-30T16:00:00Z,PT30M,21.7,98,19.0,16.0,342,372,268,610,573,742,16.9,70.0,0.0,974.8,55,2.1,43,0.06
2020-07-30T17:00:00Z,2020-07-30T16:30:00Z,PT30M,21.3,93,1.0,15.9,111,839,549,660,600,984,16.6,71.4,0.0,974.9,53,2.1,49,0.06
2020-07-30T17:30:00Z,2020-07-30T17:00:00Z,PT30M,20.9,89,0.0,15.8,90,840,479,569,495,973,16.2,72.6,0.0,974.9,38,2.1,55,0.06
2020-07-30T18:00:00Z,2020-07-30T17:30:00Z,PT30M,20.4,85,0.0,15.5,84,797,380,464,378,935,15.8,73.3,0.0,974.9,14,2.5,62,0.06
2020-07-30T18:30:00Z,2020-07-30T18:00:00Z,PT30M,20.1,82,0.0,15.4,76,735,278,354,258,869,15.4,74.7,0.0,974.9,10,2.9,68,0.06
2020-07-30T19:00:00Z,2020-07-30T18:30:00Z,PT30M,19.7,78,0.0,15.5,65,640,177,243,142,673,15.0,76.7,0.0,974.8,19,2.9,74,0.06
2020-07-30T19:30:00Z,2020-07-30T19:00:00Z,PT30M,19.3,74,0.0,15.6,49,482,85,134,48,300,14.6,79.5,0.0,974.9,27,2.9,80,0.06
2020-07-30T20:00:00Z,2020-07-30T19:30:00Z,PT30M,18.7,70,0.0,15.7,23,182,19,42,18,37,14.0,83.0,0.0,975.0,36,2.8,86,0.06
2020-07-30T20:30:00Z,2020-07-30T20:00:00Z,PT30M,18.2,66,0.0,15.7,1,2,0,1,1,1,13.5,85.1,0.0,975.3,44,2.7,92,0.06
2020-07-30T21:00:00Z,2020-07-30T20:30:00Z,PT30M,17.9,62,0.0,15.4,0,0,0,0,0,0,13.0,85.5,0.0,975.6,49,2.6,98,0.06
2020-07-30T21:30:00Z,2020-07-30T21:00:00Z,PT30M,17.7,57,0.0,15.1,0,0,0,0,0,0,12.6,85.1,0.0,975.8,53,2.6,103,0.06
2020-07-30T22:00:00Z,2020-07-30T21:30:00Z,PT30M,17.5,52,0.0,14.8,0,0,0,0,0,0,12.2,83.9,0.0,976.0,55,2.7,108,0.06
2020-07-30T22:30:00Z,2020-07-30T22:00:00Z,PT30M,17.5,47,0.0,14.3,0,0,0,0,0,0,11.9,81.8,0.0,976.1,57,2.7,113,0.06
2020-07-30T23:00:00Z,2020-07-30T22:30:00Z,PT30M,17.5,40,0.0,13.8,0,0,0,0,0,0,11.6,78.7,0.0,976.1,58,2.7,117,0.06
2020-07-30T23:30:00Z,2020-07-30T23:00:00Z,PT30M,17.5,34,0.0,13.4,0,0,0,0,0,0,11.5,76.8,0.0,976.0,60,2.5,121,0.06
2020-07-31T00:00:00Z,2020-07-30T23:30:00Z,PT30M,17.4,26,0.0,13.1,0,0,0,0,0,0,11.4,75.8,0.0,975.9,63,2.3,124,0.06
2020-07-31T00:30:00Z,2020-07-31T00:00:00Z,PT30M,17.3,18,0.0,13.0,0,0,0,0,0,0,11.4,75.8,0.0,975.9,66,2.1,127,0.06
2020-07-31T01:00:00Z,2020-07-31T00:30:00Z,PT30M,17.2,9,8.6,13.1,0,0,0,0,0,0,11.7,76.7,0.0,975.7,67,2.1,128,0.06
2020-07-31T01:30:00Z,2020-07-31T01:00:00Z,PT30M,17.1,0,33.5,13.1,0,0,0,0,0,0,11.9,77.5,0.0,975.7,69,2.2,129,0.06
2020-07-31T02:00:00Z,2020-07-31T01:30:00Z,PT30M,17.0,-9,26.1,13.2,0,0,0,0,0,0,12.2,78.1,0.0,975.7,71,2.2,128,0.06
2020-07-31T02:30:00Z,2020-07-31T02:00:00Z,PT30M,16.9,-18,35.2,13.2,0,0,0,0,0,0,12.3,78.9,0.0,975.6,73,2.2,127,0.06
2020-07-31T03:00:00Z,2020-07-31T02:30:00Z,PT30M,16.8,-26,9.6,13.3,0,0,0,0,0,0,12.4,79.7,0.0,975.5,75,2.0,124,0.06
2020-07-31T03:30:00Z,2020-07-31T03:00:00Z,PT30M,16.7,-34,20.9,13.3,0,0,0,0,0,0,12.5,80.0,0.0,975.5,79,1.8,121,0.06
2020-07-31T04:00:00Z,2020-07-31T03:30:00Z,PT30M,16.7,-41,32.3,13.2,0,0,0,0,0,0,12.7,79.9,0.0,975.6,86,1.7,117,0.06
2020-07-31T04:30:00Z,2020-07-31T04:00:00Z,PT30M,16.7,-47,18.3,13.2,0,0,0,0,0,0,12.9,79.9,0.0,975.6,92,1.6,113,0.06
2020-07-31T05:00:00Z,2020-07-31T04:30:00Z,PT30M,16.6,-52,15.5,13.2,0,0,0,0,0,0,13.0,80.2,0.0,975.7,95,1.5,108,0.06
2020-07-31T05:30:00Z,2020-07-31T05:00:00Z,PT30M,16.6,-58,9.8,13.3,0,0,0,0,0,0,12.9,80.8,0.0,975.8,90,1.5,103,0.06
2020-07-31T06:00:00Z,2020-07-31T05:30:00Z,PT30M,16.7,-62,11.3,13.5,0,0,0,0,0,0,12.6,81.7,0.0,975.9,77,1.5,98,0.06
2020-07-31T06:30:00Z,2020-07-31T06:00:00Z,PT30M,16.8,-67,14.6,13.7,2,5,0,2,1,1,12.4,82.0,0.0,976.0,74,1.7,92,0.06
2020-07-31T07:00:00Z,2020-07-31T06:30:00Z,PT30M,16.9,-71,1.3,13.7,25,176,17,42,20,33,12.4,81.5,0.0,976.1,78,1.9,86,0.06
2020-07-31T07:30:00Z,2020-07-31T07:00:00Z,PT30M,17.4,-74,4.9,13.7,60,392,71,131,60,280,12.5,78.9,0.0,976.2,84,1.9,80,0.06
2020-07-31T08:00:00Z,2020-07-31T07:30:00Z,PT30M,18.3,-78,4.8,13.7,89,531,145,234,145,604,12.6,74.6,0.0,976.3,91,1.7,74,0.06
2020-07-31T08:30:00Z,2020-07-31T08:00:00Z,PT30M,19.3,-82,7.0,13.7,120,560,215,336,256,755,12.8,70.0,0.0,976.4,96,1.4,68,0.06
2020-07-31T09:00:00Z,2020-07-31T08:30:00Z,PT30M,20.5,-86,1.0,13.7,91,787,374,466,381,934,12.9,65.3,0.0,976.6,98,1.0,61,0.06
2020-07-31T09:30:00Z,2020-07-31T09:00:00Z,PT30M,21.3,-89,2.1,13.9,109,796,457,566,496,954,13.0,62.9,0.0,976.7,92,0.7,55,0.06
2020-07-31T10:00:00Z,2020-07-31T09:30:00Z,PT30M,21.6,-94,0.0,14.2,90,894,587,677,618,1014,13.2,62.7,0.0,976.7,70,0.6,49,0.06
2020-07-31T10:30:00Z,2020-07-31T10:00:00Z,PT30M,22.0,-98,5.7,14.5,182,740,542,723,681,951,13.4,62.7,0.0,976.7,50,0.7,43,0.06
2020-07-31T11:00:00Z,2020-07-31T10:30:00Z,PT30M,22.2,-104,10.5,14.8,269,613,490,759,727,902,13.5,62.8,0.0,976.8,36,0.9,36,0.06
2020-07-31T11:30:00Z,2020-07-31T11:00:00Z,PT30M,22.6,-111,16.9,14.9,378,446,385,763,739,835,13.7,62.0,0.0,976.9,27,1.2,30,0.06
2020-07-31T12:00:00Z,2020-07-31T11:30:00Z,PT30M,22.9,-120,21.3,14.9,449,350,316,765,742,801,13.8,60.5,0.0,976.9,22,1.5,25,0.06
2020-07-31T12:30:00Z,2020-07-31T12:00:00Z,PT30M,23.3,-134,33.8,15.0,592,84,79,671,639,675,14.0,59.6,0.0,977.0,22,1.7,20,0.06
2020-07-31T13:00:00Z,2020-07-31T12:30:00Z,PT30M,23.6,-154,42.7,15.2,568,27,26,594,561,595,14.2,59.2,0.0,977.1,25,1.6,16,0.06
2020-07-31T13:30:00Z,2020-07-31T13:00:00Z,PT30M,23.9,180,46.3,15.3,561,0,0,561,527,561,14.4,58.8,0.0,977.1,38,1.2,15,0.06
2020-07-31T14:00:00Z,2020-07-31T13:30:00Z,PT30M,24.1,153,48.7,15.3,522,10,9,532,500,532,14.8,58.3,0.0,977.2,73,0.9,16,0.06
2020-07-31T14:30:00Z,2020-07-31T14:00:00Z,PT30M,24.2,134,22.6,15.4,461,342,320,780,758,798,15.0,57.9,0.0,977.3,97,0.8,20,0.06
2020-07-31T15:00:00Z,2020-07-31T14:30:00Z,PT30M,24.3,120,3.1,15.4,155,867,784,939,926,1010,15.1,57.7,0.0,977.3,106,0.5,25,0.06
2020-07-31T15:30:00Z,2020-07-31T15:00:00Z,PT30M,24.2,111,1.2,15.4,109,923,795,905,883,1028,15.1,58.0,0.0,977.3,103,0.3,31,0.06
2020-07-31T16:00:00Z,2020-07-31T15:30:00Z,PT30M,24.0,104,15.0,15.4,313,505,409,722,693,838,15.0,58.8,0.0,977.2,75,0.3,37,0.06
2020-07-31T16:30:00Z,2020-07-31T16:00:00Z,PT30M,23.6,98,36.8,15.4,411,99,76,487,459,519,15.0,60.0,0.0,977.1,83,0.4,43,0.06
2020-07-31T17:00:00Z,2020-07-31T16:30:00Z,PT30M,23.1,94,48.5,15.4,347,0,0,347,326,347,15.0,61.7,0.0,977.2,109,0.5,49,0.06
2020-07-31T17:30:00Z,2020-07-31T17:00:00Z,PT30M,22.8,89,45.2,15.3,317,0,0,317,298,317,14.7,62.8,0.0,977.2,93,0.5,55,0.06
2020-07-31T18:00:00Z,2020-07-31T17:30:00Z,PT30M,22.4,86,57.1,15.1,201,0,0,201,189,201,14.1,63.4,0.0,977.2,53,0.7,62,0.06
2020-07-31T18:30:00Z,2020-07-31T18:00:00Z,PT30M,21.9,82,42.7,15.2,206,0,0,206,194,206,13.9,65.6,0.0,977.3,66,0.7,68,0.06
2020-07-31T19:00:00Z,2020-07-31T18:30:00Z,PT30M,21.2,78,50.1,15.4,124,0,0,124,117,124,14.0,69.5,0.0,977.5,116,0.9,74,0.06
2020-07-31T19:30:00Z,2020-07-31T19:00:00Z,PT30M,20.4,74,38.8,15.6,79,15,2,81,75,81,14.1,73.8,0.0,977.7,132,1.1,80,0.06
2020-07-31T20:00:00Z,2020-07-31T19:30:00Z,PT30M,19.5,71,6.8,15.6,27,109,10,37,23,29,14.1,78.2,0.0,978.0,137,1.1,86,0.06
2020-07-31T20:30:00Z,2020-07-31T20:00:00Z,PT30M,18.9,67,0.0,15.3,0,2,0,0,0,0,13.9,80.1,0.0,978.3,128,1.1,92,0.06
2020-07-31T21:00:00Z,2020-07-31T20:30:00Z,PT30M,18.5,62,0.0,14.7,0,0,0,0,0,0,13.7,79.0,0.0,978.4,108,1.2,98,0.06
2020-07-31T21:30:00Z,2020-07-31T21:00:00Z,PT30M,18.2,58,0.0,14.1,0,0,0,0,0,0,13.3,77.0,0.0,978.7,89,1.4,103,0.06
2020-07-31T22:00:00Z,2020-07-31T21:30:00Z,PT30M,18.2,53,0.0,13.5,0,0,0,0,0,0,13.0,74.1,0.0,979.0,71,1.6,109,0.06
2020-07-31T22:30:00Z,2020-07-31T22:00:00Z,PT30M,18.2,47,0.0,13.0,0,0,0,0,0,0,12.6,71.4,0.0,979.2,60,2.0,113,0.06
2020-07-31T23:00:00Z,2020-07-31T22:30:00Z,PT30M,18.3,41,2.1,12.5,0,0,0,0,0,0,12.2,68.9,0.0,979.1,56,2.5,118,0.06
2020-07-31T23:30:00Z,2020-07-31T23:00:00Z,PT30M,18.6,34,30.7,12.3,0,0,0,0,0,0,12.1,66.7,0.0,979.1,60,2.8,121,0.06
2020-08-01T00:00:00Z,2020-07-31T23:30:00Z,PT30M,18.9,26,39.0,12.2,0,0,0,0,0,0,12.4,64.9,0.0,979.2,71,3.1,125,0.06
2020-08-01T00:30:00Z,2020-08-01T00:00:00Z,PT30M,19.0,18,17.0,12.2,0,0,0,0,0,0,13.1,64.5,0.0,979.2,83,3.2,127,0.06
2020-08-01T01:00:00Z,2020-08-01T00:30:00Z,PT30M,19.0,9,21.7,12.4,0,0,0,0,0,0,14.2,65.5,0.0,979.3,97,3.1,128,0.06
2020-08-01T01:30:00Z,2020-08-01T01:00:00Z,PT30M,18.9,0,34.8,12.5,0,0,0,0,0,0,14.9,66.6,0.0,979.3,105,3.0,129,0.06
2020-08-01T02:00:00Z,2020-08-01T01:30:00Z,PT30M,18.7,-9,44.1,12.7,0,0,0,0,0,0,15.3,67.7,0.0,979.1,106,2.6,128,0.06
2020-08-01T02:30:00Z,2020-08-01T02:00:00Z,PT30M,18.6,-18,40.5,12.7,0,0,0,0,0,0,15.6,68.3,0.0,978.9,100,2.1,127,0.06
2020-08-01T03:00:00Z,2020-08-01T02:30:00Z,PT30M,18.5,-26,26.2,12.6,0,0,0,0,0,0,15.7,68.6,0.0,978.6,79,1.6,125,0.06
2020-08-01T03:30:00Z,2020-08-01T03:00:00Z,PT30M,18.4,-34,2.9,12.5,0,0,0,0,0,0,15.6,68.3,0.0,978.5,57,1.5,121,0.06
2020-08-01T04:00:00Z,2020-08-01T03:30:00Z,PT30M,18.3,-41,0.0,12.3,0,0,0,0,0,0,15.4,67.6,0.0,978.4,44,1.7,118,0.06
2020-08-01T04:30:00Z,2020-08-01T04:00:00Z,PT30M,18.4,-47,0.0,12.0,0,0,0,0,0,0,15.2,66.3,0.0,978.4,40,1.9,113,0.06
2020-08-01T05:00:00Z,2020-08-01T04:30:00Z,PT30M,18.6,-53,0.0,11.7,0,0,0,0,0,0,14.9,64.3,0.0,978.3,44,2.1,108,0.06
2020-08-01T05:30:00Z,2020-08-01T05:00:00Z,PT30M,18.8,-58,0.0,11.4,0,0,0,0,0,0,14.5,61.8,0.0,978.3,40,2.4,103,0.06
2020-08-01T06:00:00Z,2020-08-01T05:30:00Z,PT30M,19.1,-62,0.0,10.9,0,0,0,0,0,0,14.0,58.9,0.0,978.2,33,2.8,98,0.06
2020-08-01T06:30:00Z,2020-08-01T06:00:00Z,PT30M,19.3,-67,0.0,10.7,1,4,0,2,1,1,13.6,57.3,0.0,978.1,35,3.1,92,0.06
2020-08-01T07:00:00Z,2020-08-01T06:30:00Z,PT30M,19.6,-71,2.2,10.8,26,129,12,38,22,28,13.4,57.0,0.0,978.1,44,3.4,86,0.06
2020-08-01T07:30:00Z,2020-08-01T07:00:00Z,PT30M,20.1,-75,13.5,11.2,80,189,34,114,75,192,13.3,56.6,0.0,978.2,50,3.5,80,0.06
2020-08-01T08:00:00Z,2020-08-01T07:30:00Z,PT30M,21.0,-78,4.4,11.9,85,512,146,231,149,597,13.4,55.9,0.0,978.3,56,3.3,74,0.06
2020-08-01T08:30:00Z,2020-08-01T08:00:00Z,PT30M,21.8,-82,0.0,12.4,84,707,267,351,259,856,13.6,55.1,0.0,978.5,62,3.1,68,0.06
2020-08-01T09:00:00Z,2020-08-01T08:30:00Z,PT30M,22.6,-86,0.0,12.9,95,768,366,460,379,922,13.8,54.2,0.0,978.9,68,2.7,62,0.06
2020-08-01T09:30:00Z,2020-08-01T09:00:00Z,PT30M,23.2,-90,0.0,13.5,104,811,461,565,496,963,14.1,54.2,0.0,979.1,68,2.3,55,0.06
2020-08-01T10:00:00Z,2020-08-01T09:30:00Z,PT30M,23.6,-94,0.0,14.1,112,841,552,663,608,989,14.5,55.4,0.0,979.2,56,1.9,49,0.06
2020-08-01T10:30:00Z,2020-08-01T10:00:00Z,PT30M,23.8,-99,0.0,14.8,119,863,633,752,710,1004,15.1,56.9,0.0,979.5,46,1.6,43,0.06
2020-08-01T11:00:00Z,2020-08-01T10:30:00Z,PT30M,24.0,-104,0.0,15.4,126,877,704,830,800,1013,15.9,58.8,0.0,979.9,38,1.3,37,0.06
2020-08-01T11:30:00Z,2020-08-01T11:00:00Z,PT30M,24.4,-111,0.0,15.7,132,889,765,896,877,1018,16.5,58.3,0.0,980.2,35,1.1,31,0.06
2020-08-01T12:00:00Z,2020-08-01T11:30:00Z,PT30M,24.9,-121,0.0,15.4,133,903,819,951,940,1022,16.9,55.6,0.0,980.3,41,1.1,25,0.06
2020-08-01T12:30:00Z,2020-08-01T12:00:00Z,PT30M,25.2,-134,0.0,15.4,129,919,863,992,988,1025,17.5,54.7,0.0,980.4,58,0.9,20,0.06
2020-08-01T13:00:00Z,2020-08-01T12:30:00Z,PT30M,25.2,-154,0.0,15.7,129,924,887,1015,1015,1024,18.2,55.7,0.0,980.5,99,0.8,16,0.06
2020-08-01T13:30:00Z,2020-08-01T13:00:00Z,PT30M,25.3,180,0.0,16.0,132,920,889,1021,1022,1022,18.9,56.4,0.0,980.6,124,0.8,15,0.06
2020-08-01T14:00:00Z,2020-08-01T13:30:00Z,PT30M,25.5,154,0.0,16.3,134,913,876,1010,1010,1020,19.4,56.7,0.0,980.5,144,0.5,16,0.06
2020-08-01T14:30:00Z,2020-08-01T14:00:00Z,PT30M,25.6,134,0.0,16.5,136,903,848,984,979,1017,19.8,57.3,0.0,980.4,121,0.2,20,0.06
2020-08-01T15:00:00Z,2020-08-01T14:30:00Z,PT30M,25.5,121,0.0,16.7,142,880,797,939,928,1010,20.1,58.2,0.0,980.2,47,0.5,25,0.06
2020-08-01T15:30:00Z,2020-08-01T15:00:00Z,PT30M,25.1,111,0.0,16.6,153,844,725,878,859,997,20.2,59.2,0.0,980.0,47,1.0,31,0.06
2020-08-01T16:00:00Z,2020-08-01T15:30:00Z,PT30M,24.6,104,0.0,16.4,156,812,650,806,777,982,20.1,60.4,0.0,979.7,56,1.4,37,0.06
2020-08-01T16:30:00Z,2020-08-01T16:00:00Z,PT30M,24.2,99,0.0,16.2,152,783,573,725,685,963,19.8,61.0,0.0,979.6,68,1.8,43,0.06
2020-08-01T17:00:00Z,2020-08-01T16:30:00Z,PT30M,23.9,94,0.0,15.9,146,748,489,635,583,937,19.2,60.9,0.0,979.6,82,2.0,49,0.06
2020-08-01T17:30:00Z,2020-08-01T17:00:00Z,PT30M,23.6,90,0.0,16.0,138,702,398,536,473,896,19.0,62.4,0.0,979.6,79,2.0,56,0.06
2020-08-01T18:00:00Z,2020-08-01T17:30:00Z,PT30M,23.2,86,1.6,16.3,138,600,287,424,356,804,18.9,65.4,0.0,979.6,58,1.8,62,0.06
2020-08-01T18:30:00Z,2020-08-01T18:00:00Z,PT30M,22.7,82,13.6,16.6,183,247,95,278,234,482,18.8,68.5,0.0,979.6,53,1.8,68,0.06
2020-08-01T19:00:00Z,2020-08-01T18:30:00Z,PT30M,22.1,78,20.9,16.7,151,53,17,167,150,215,18.6,71.5,0.0,979.6,66,1.9,74,0.06
2020-08-01T19:30:00Z,2020-08-01T19:00:00Z,PT30M,21.4,75,21.2,16.7,85,0,0,85,80,85,18.4,74.6,0.0,979.7,73,2.0,80,0.06
2020-08-01T20:00:00Z,2020-08-01T19:30:00Z,PT30M,20.6,71,6.3,16.5,26,13,1,27,24,26,18.3,77.7,0.0,979.8,74,2.0,86,0.06
2020-08-01T20:30:00Z,2020-08-01T20:00:00Z,PT30M,19.9,67,0.0,16.3,0,0,0,0,0,0,18.0,79.4,0.0,980.0,71,2.2,92,0.06
2020-08-01T21:00:00Z,2020-08-01T20:30:00Z,PT30M,19.5,62,6.0,15.9,0,0,0,0,0,0,17.8,79.5,0.0,980.1,66,2.5,98,0.06
2020-08-01T21:30:00Z,2020-08-01T21:00:00Z,PT30M,19.3,58,0.2,15.6,0,0,0,0,0,0,17.6,78.8,0.0,980.3,62,2.8,104,0.06
2020-08-01T22:00:00Z,2020-08-01T21:30:00Z,PT30M,19.3,53,0.0,15.3,0,0,0,0,0,0,17.5,77.3,0.0,980.5,58,3.0,109,0.06
2020-08-01T22:30:00Z,2020-08-01T22:00:00Z,PT30M,19.4,47,0.0,15.1,0,0,0,0,0,0,17.4,76.4,0.0,980.7,58,3.1,114,0.06
2020-08-01T23:00:00Z,2020-08-01T22:30:00Z,PT30M,19.5,41,0.0,15.2,0,0,0,0,0,0,17.3,76.2,0.0,980.8,61,3.0,118,0.06
2020-08-01T23:30:00Z,2020-08-01T23:00:00Z,PT30M,19.6,34,0.0,15.7,0,0,0,0,0,0,17.2,78.4,0.0,980.8,63,3.2,122,0.06
2020-08-02T00:00:00Z,2020-08-01T23:30:00Z,PT30M,19.6,26,0.0,16.6,0,0,0,0,0,0,17.2,83.1,0.0,980.6,63,3.6,125,0.06
2020-08-02T00:30:00Z,2020-08-02T00:00:00Z,PT30M,19.6,18,0.0,17.1,0,0,0,0,0,0,17.2,85.4,0.0,980.4,65,3.6,127,0.06
2020-08-02T01:00:00Z,2020-08-02T00:30:00Z,PT30M,19.6,9,0.0,17.0,0,0,0,0,0,0,17.2,85.0,0.0,980.3,69,3.3,129,0.06
2020-08-02T01:30:00Z,2020-08-02T01:00:00Z,PT30M,19.6,0,0.0,16.9,0,0,0,0,0,0,17.2,84.6,0.0,980.0,74,3.1,129,0.06
2020-08-02T02:00:00Z,2020-08-02T01:30:00Z,PT30M,19.6,-9,0.0,16.8,0,0,0,0,0,0,17.0,84.1,0.0,979.8,79,2.9,129,0.06
2020-08-02T02:30:00Z,2020-08-02T02:00:00Z,PT30M,19.5,-18,0.0,16.7,0,0,0,0,0,0,16.8,83.9,0.0,979.6,80,2.8,127,0.06
2020-08-02T03:00:00Z,2020-08-02T02:30:00Z,PT30M,19.3,-26,0.0,16.6,0,0,0,0,0,0,16.6,84.2,0.0,979.3,78,2.7,125,0.06
2020-08-02T03:30:00Z,2020-08-02T03:00:00Z,PT30M,19.1,-34,0.0,16.5,0,0,0,0,0,0,16.6,84.9,0.0,979.3,76,2.5,122,0.06
2020-08-02T04:00:00Z,2020-08-02T03:30:00Z,PT30M,19.0,-41,0.0,16.5,0,0,0,0,0,0,16.8,85.8,0.0,979.5,75,2.3,118,0.06
2020-08-02T04:30:00Z,2020-08-02T04:00:00Z,PT30M,18.8,-47,0.0,16.5,0,0,0,0,0,0,17.1,86.2,0.0,979.6,74,2.1,113,0.06
2020-08-02T05:00:00Z,2020-08-02T04:30:00Z,PT30M,18.7,-53,0.0,16.4,0,0,0,0,0,0,17.4,86.2,0.0,979.8,71,2.0,109,0.06
2020-08-02T05:30:00Z,2020-08-02T05:00:00Z,PT30M,18.8,-58,0.0,16.5,0,0,0,0,0,0,17.7,86.7,0.0,980.0,64,1.9,103,0.06
