PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2020-12-10T04:30:00Z,2020-12-10T04:00:00Z,PT30M,13.9,-90,3.2,10.7,0,0,0,0,0,0,13.8,81.2,0.0,984.8,43,3.3,136,0.09
2020-12-10T05:00:00Z,2020-12-10T04:30:00Z,PT30M,13.8,-94,6.3,10.7,0,0,0,0,0,0,13.6,81.5,0.0,984.8,40,3.5,130,0.09
2020-12-10T05:30:00Z,2020-12-10T05:00:00Z,PT30M,14.0,-97,0.1,10.7,0,0,0,0,0,0,13.4,81.0,0.0,984.7,36,3.4,124,0.09
2020-12-10T06:00:00Z,2020-12-10T05:30:00Z,PT30M,14.3,-101,0.0,10.8,0,0,0,0,0,0,13.3,79.7,0.0,984.7,31,3.2,118,0.09
2020-12-10T06:30:00Z,2020-12-10T06:00:00Z,PT30M,14.4,-104,0.4,10.8,0,0,0,0,0,0,13.6,79.3,0.0,984.7,29,3.1,111,0.09
2020-12-10T07:00:00Z,2020-12-10T06:30:00Z,PT30M,14.2,-108,4.6,10.8,0,0,0,0,0,0,14.4,79.7,0.0,984.9,31,3.0,105,0.09
2020-12-10T07:30:00Z,2020-12-10T07:00:00Z,PT30M,14.1,-111,0.7,10.7,0,0,0,0,0,0,14.8,79.9,0.0,985.1,33,3.0,99,0.09
2020-12-10T08:00:00Z,2020-12-10T07:30:00Z,PT30M,13.9,-115,5.1,10.5,0,0,0,0,0,0,15.1,80.1,0.0,985.3,34,3.0,94,0.09
2020-12-10T08:30:00Z,2020-12-10T08:00:00Z,PT30M,13.9,-119,1.1,10.5,13,125,11,24,60,10,15.2,80.1,0.0,985.4,36,3.1,88,0.09
2020-12-10T09:00:00Z,2020-12-10T08:30:00Z,PT30M,13.9,-123,14.2,10.5,60,241,30,89,166,59,15.3,80.0,0.0,985.5,39,3.3,83,0.09
2020-12-10T09:30:00Z,2020-12-10T09:00:00Z,PT30M,14.1,-128,13.0,10.6,89,392,88,177,310,228,15.5,79.5,0.0,985.6,40,3.4,78,0.09
2020-12-10T10:00:00Z,2020-12-10T09:30:00Z,PT30M,14.5,-133,2.3,10.8,63,750,225,288,532,543,15.7,78.4,0.0,985.8,38,3.3,73,0.09
2020-12-10T10:30:00Z,2020-12-10T10:00:00Z,PT30M,14.9,-139,0.0,10.9,56,874,322,378,666,711,15.9,76.8,0.0,985.9,38,3.0,68,0.09
2020-12-10T11:00:00Z,2020-12-10T10:30:00Z,PT30M,15.4,-145,0.7,11.0,67,887,381,448,751,687,16.2,74.9,0.0,986.1,37,2.6,64,0.09
2020-12-10T11:30:00Z,2020-12-10T11:00:00Z,PT30M,15.7,-152,1.6,11.1,80,876,423,503,814,652,17.0,74.1,0.0,986.1,30,2.5,61,0.09
2020-12-10T12:00:00Z,2020-12-10T11:30:00Z,PT30M,15.9,-159,7.9,11.3,153,691,358,510,773,581,18.1,74.4,0.0,986.1,19,3.0,59,0.09
2020-12-10T12:30:00Z,2020-12-10T12:00:00Z,PT30M,16.0,-167,13.6,11.5,221,518,284,505,718,526,19.0,74.6,0.0,985.9,16,3.2,57,0.09
2020-12-10T13:00:00Z,2020-12-10T12:30:00Z,PT30M,16.2,-175,19.9,11.7,280,356,200,479,628,482,19.4,74.9,0.0,985.6,16,3.1,56,0.09
2020-12-10T13:30:00Z,2020-12-10T13:00:00Z,PT30M,16.3,176,20.8,11.9,283,339,191,474,615,476,19.9,75.3,0.0,985.4,16,3.3,56,0.09
2020-12-10T14:00:00Z,2020-12-10T13:30:00Z,PT30M,16.3,168,35.7,12.0,358,32,17,375,370,376,20.4,75.9,0.0,985.1,14,3.7,57,0.09
2020-12-10T14:30:00Z,2020-12-10T14:00:00Z,PT30M,16.2,160,33.4,12.1,322,89,45,367,385,379,20.9,76.4,0.0,984.8,14,4.0,58,0.09
2020-12-10T15:00:00Z,2020-12-10T14:30:00Z,PT30M,16.2,153,4.2,12.1,113,769,371,484,762,616,21.6,76.8,0.0,984.5,13,4.1,61,0.09
2020-12-10T15:30:00Z,2020-12-10T15:00:00Z,PT30M,16.1,146,0.0,12.1,69,864,377,446,744,670,22.2,77.2,0.0,984.3,15,4.1,64,0.09
2020-12-10T16:00:00Z,2020-12-10T15:30:00Z,PT30M,16.0,139,0.0,12.1,65,822,308,374,649,679,22.9,77.7,0.0,984.1,17,3.9,68,0.09
2020-12-10T16:30:00Z,2020-12-10T16:00:00Z,PT30M,15.8,134,0.0,12.1,59,762,232,291,538,557,23.6,78.3,0.0,984.1,21,3.8,72,0.09
2020-12-10T17:00:00Z,2020-12-10T16:30:00Z,PT30M,15.7,129,0.0,12.0,51,667,150,201,410,282,24.3,78.9,0.0,984.3,24,3.7,77,0.09
2020-12-10T17:30:00Z,2020-12-10T17:00:00Z,PT30M,15.5,124,0.0,11.9,37,501,71,109,261,55,24.7,79.3,0.0,984.4,27,3.4,82,0.09
2020-12-10T18:00:00Z,2020-12-10T17:30:00Z,PT30M,15.3,119,0.0,11.8,15,154,14,29,73,12,24.7,79.5,0.0,984.4,31,2.7,88,0.09
2020-12-10T18:30:00Z,2020-12-10T18:00:00Z,PT30M,15.1,115,0.0,11.6,0,1,0,0,0,0,24.9,80.0,0.0,984.4,38,2.3,93,0.09
2020-12-10T19:00:00Z,2020-12-10T18:30:00Z,PT30M,14.8,112,0.0,11.6,0,0,0,0,0,0,25.4,80.9,0.0,984.4,45,2.2,99,0.09
2020-12-10T19:30:00Z,2020-12-10T19:00:00Z,PT30M,14.6,108,12.2,11.5,0,0,0,0,0,0,25.6,81.5,0.0,984.4,48,2.2,105,0.09
2020-12-10T20:00:00Z,2020-12-10T19:30:00Z,PT30M,14.6,104,11.1,11.4,0,0,0,0,0,0,25.6,81.6,0.0,984.5,46,2.2,111,0.09
2020-12-10T20:30:00Z,2020-12-10T20:00:00Z,PT30M,14.5,101,6.4,11.4,0,0,0,0,0,0,25.5,81.7,0.0,984.6,46,2.2,117,0.09
2020-12-10T21:00:00Z,2020-12-10T20:30:00Z,PT30M,14.5,98,14.9,11.4,0,0,0,0,0,0,25.4,81.7,0.0,984.6,47,2.1,123,0.09
2020-12-10T21:30:00Z,2020-12-10T21:00:00Z,PT30M,14.5,94,6.1,11.4,0,0,0,0,0,0,25.4,82.0,0.0,984.8,47,2.2,130,0.09
2020-12-10T22:00:00Z,2020-12-10T21:30:00Z,PT30M,14.5,90,0.1,11.5,0,0,0,0,0,0,25.3,82.4,0.0,985.1,45,2.4,136,0.09
2020-12-10T22:30:00Z,2020-12-10T22:00:00Z,PT30M,14.5,86,4.0,11.5,0,0,0,0,0,0,25.1,82.4,0.0,985.2,47,2.3,142,0.09
2020-12-10T23:00:00Z,2020-12-10T22:30:00Z,PT30M,14.5,81,0.1,11.4,0,0,0,0,0,0,24.8,82.1,0.0,985.3,55,2.0,148,0.09
2020-12-10T23:30:00Z,2020-12-10T23:00:00Z,PT30M,14.5,74,0.0,11.4,0,0,0,0,0,0,24.3,81.8,0.0,985.3,54,1.8,155,0.09
2020-12-11T00:00:00Z,2020-12-10T23:30:00Z,PT30M,14.5,64,0.0,11.4,0,0,0,0,0,0,23.7,81.7,0.0,985.4,39,1.7,160,0.09
2020-12-11T00:30:00Z,2020-12-11T00:00:00Z,PT30M,14.5,49,1.1,11.6,0,0,0,0,0,0,23.2,82.3,0.0,985.3,25,2.0,166,0.09
2020-12-11T01:00:00Z,2020-12-11T00:30:00Z,PT30M,14.5,21,2.6,11.8,0,0,0,0,0,0,23.0,83.9,0.0,985.1,18,2.8,169,0.09
2020-12-11T01:30:00Z,2020-12-11T01:00:00Z,PT30M,14.5,-16,8.5,12.0,0,0,0,0,0,0,22.5,85.0,0.0,984.8,16,3.3,170,0.09
2020-12-11T02:00:00Z,2020-12-11T01:30:00Z,PT30M,14.7,-46,11.5,12.3,0,0,0,0,0,0,22.0,85.5,0.0,984.5,17,3.4,166,0.09
2020-12-11T02:30:00Z,2020-12-11T02:00:00Z,PT30M,14.8,-63,0.2,12.4,0,0,0,0,0,0,21.7,85.7,0.0,984.3,17,3.4,161,0.08
2020-12-11T03:00:00Z,2020-12-11T02:30:00Z,PT30M,14.8,-73,0.0,12.4,0,0,0,0,0,0,21.8,85.7,0.0,984.2,17,3.4,155,0.08
2020-12-11T03:30:00Z,2020-12-11T03:00:00Z,PT30M,14.7,-80,0.0,12.4,0,0,0,0,0,0,21.9,85.8,0.0,984.2,16,3.4,149,0.08
2020-12-11T04:00:00Z,2020-12-11T03:30:00Z,PT30M,14.7,-85,6.5,12.4,0,0,0,0,0,0,22.1,86.2,0.0,984.3,14,3.6,143,0.08
2020-12-11T04:30:00Z,2020-12-11T04:00:00Z,PT30M,14.7,-90,6.7,12.4,0,0,0,0,0,0,22.2,86.5,0.0,984.4,12,3.7,137,0.08
2020-12-11T05:00:00Z,2020-12-11T04:30:00Z,PT30M,14.7,-94,0.2,12.5,0,0,0,0,0,0,22.3,86.7,0.0,984.4,10,3.7,130,0.08
2020-12-11T05:30:00Z,2020-12-11T05:00:00Z,PT30M,14.7,-97,3.6,12.5,0,0,0,0,0,0,22.0,86.4,0.0,984.5,8,3.8,124,0.08
2020-12-11T06:00:00Z,2020-12-11T05:30:00Z,PT30M,14.8,-101,0.1,12.4,0,0,0,0,0,0,21.4,85.8,0.0,984.6,4,3.9,118,0.08
2020-12-11T06:30:00Z,2020-12-11T06:00:00Z,PT30M,14.8,-104,0.0,12.4,0,0,0,0,0,0,21.3,85.6,0.0,984.7,4,4.1,112,0.08
2020-12-11T07:00:00Z,2020-12-11T06:30:00Z,PT30M,14.8,-108,0.0,12.5,0,0,0,0,0,0,21.6,85.8,0.0,984.7,8,4.2,106,0.08
2020-12-11T07:30:00Z,2020-12-11T07:00:00Z,PT30M,14.8,-111,1.1,12.5,0,0,0,0,0,0,21.8,85.9,0.0,984.7,11,4.1,100,0.08
2020-12-11T08:00:00Z,2020-12-11T07:30:00Z,PT30M,14.8,-115,4.5,12.4,0,0,0,0,0,0,21.7,85.7,0.0,984.8,16,3.8,94,0.08
2020-12-11T08:30:00Z,2020-12-11T08:00:00Z,PT30M,14.9,-119,2.6,12.4,14,67,6,20,39,13,21.7,85.3,0.0,984.9,20,3.5,88,0.08
2020-12-11T09:00:00Z,2020-12-11T08:30:00Z,PT30M,15.0,-123,22.4,12.4,69,55,7,75,91,69,21.6,84.6,0.0,985.0,22,3.3,83,0.08
2020-12-11T09:30:00Z,2020-12-11T09:00:00Z,PT30M,15.2,-128,14.3,12.4,90,331,77,167,277,218,21.5,83.5,0.0,985.2,24,3.0,78,0.08
2020-12-11T10:00:00Z,2020-12-11T09:30:00Z,PT30M,15.5,-133,0.1,12.4,59,754,223,282,526,528,21.3,81.8,0.0,985.5,25,2.8,73,0.08
2020-12-11T10:30:00Z,2020-12-11T10:00:00Z,PT30M,15.8,-139,0.0,12.4,64,822,301,366,640,683,21.2,80.6,0.0,985.6,24,2.6,69,0.08
2020-12-11T11:00:00Z,2020-12-11T10:30:00Z,PT30M,16.0,-145,9.4,12.5,145,595,250,396,612,577,21.0,79.7,0.0,985.7,20,2.4,65,0.08
2020-12-11T11:30:00Z,2020-12-11T11:00:00Z,PT30M,16.4,-152,32.6,12.7,293,94,43,336,361,360,20.8,79.0,0.0,985.7,11,2.4,61,0.08
2020-12-11T12:00:00Z,2020-12-11T11:30:00Z,PT30M,16.7,-159,48.3,13.0,282,0,0,282,266,282,20.4,78.7,0.0,985.5,360,2.9,59,0.08
2020-12-11T12:30:00Z,2020-12-11T12:00:00Z,PT30M,17.0,-167,45.8,13.2,314,0,0,314,295,314,20.2,78.3,0.0,985.2,357,3.3,57,0.08
2020-12-11T13:00:00Z,2020-12-11T12:30:00Z,PT30M,17.2,-175,39.3,13.3,343,33,19,362,358,362,20.4,78.0,0.0,984.8,2,3.6,56,0.08
2020-12-11T13:30:00Z,2020-12-11T13:00:00Z,PT30M,17.4,176,26.5,13.4,326,199,112,438,518,439,20.4,77.3,0.0,984.3,5,3.8,56,0.08
2020-12-11T14:00:00Z,2020-12-11T13:30:00Z,PT30M,17.6,168,28.7,13.4,331,152,83,415,471,421,20.3,76.3,0.0,983.7,8,3.8,57,0.08
2020-12-11T14:30:00Z,2020-12-11T14:00:00Z,PT30M,17.7,160,31.1,13.4,324,106,56,380,413,391,20.1,76.0,0.0,983.3,11,3.8,58,0.08
2020-12-11T15:00:00Z,2020-12-11T14:30:00Z,PT30M,17.7,153,30.3,13.5,291,128,63,354,399,379,19.9,76.3,0.0,982.9,14,3.7,61,0.08
2020-12-11T15:30:00Z,2020-12-11T15:00:00Z,PT30M,17.7,146,36.0,13.6,260,62,25,285,295,309,19.8,76.9,0.0,982.5,16,3.5,64,0.08
2020-12-11T16:00:00Z,2020-12-11T15:30:00Z,PT30M,17.5,140,21.0,13.6,188,290,111,299,408,423,19.7,77.9,0.0,982.3,19,3.2,68,0.08
2020-12-11T16:30:00Z,2020-12-11T16:00:00Z,PT30M,17.3,134,40.6,13.7,174,4,1,176,167,177,19.7,79.5,0.0,982.3,25,2.8,72,0.08
2020-12-11T17:00:00Z,2020-12-11T16:30:00Z,PT30M,16.8,129,47.8,13.7,107,0,0,107,101,107,19.8,81.7,0.0,982.5,36,2.4,77,0.08
2020-12-11T17:30:00Z,2020-12-11T17:00:00Z,PT30M,16.4,124,40.9,13.7,63,0,0,63,60,63,19.9,83.9,0.0,982.8,50,2.2,82,0.08
2020-12-11T18:00:00Z,2020-12-11T17:30:00Z,PT30M,15.9,120,39.6,13.5,19,0,0,19,18,19,20.0,85.8,0.0,982.9,64,2.1,88,0.08
2020-12-11T18:30:00Z,2020-12-11T18:00:00Z,PT30M,15.7,116,47.5,13.5,0,0,0,0,0,0,20.1,86.7,0.0,983.1,70,2.1,93,0.08
2020-12-11T19:00:00Z,2020-12-11T18:30:00Z,PT30M,15.7,112,81.6,13.4,0,0,0,0,0,0,20.1,86.3,0.0,983.3,67,2.2,99,0.08
2020-12-11T19:30:00Z,2020-12-11T19:00:00Z,PT30M,15.7,108,84.2,13.3,0,0,0,0,0,0,20.0,86.0,0.0,983.4,66,2.2,105,0.08
2020-12-11T20:00:00Z,2020-12-11T19:30:00Z,PT30M,15.6,105,79.2,13.3,0,0,0,0,0,0,20.0,85.8,0.0,983.5,66,2.2,111,0.08
2020-12-11T20:30:00Z,2020-12-11T20:00:00Z,PT30M,15.5,101,79.5,13.2,0,0,0,0,0,0,20.1,86.0,0.0,983.6,63,2.1,117,0.08
2020-12-11T21:00:00Z,2020-12-11T20:30:00Z,PT30M,15.3,98,75.6,13.0,0,0,0,0,0,0,20.2,86.5,0.0,983.6,56,2.0,123,0.08
2020-12-11T21:30:00Z,2020-12-11T21:00:00Z,PT30M,15.1,94,77.0,13.0,0,0,0,0,0,0,20.2,87.0,0.0,983.6,52,1.9,130,0.08
2020-12-11T22:00:00Z,2020-12-11T21:30:00Z,PT30M,15.1,90,75.5,13.0,0,0,0,0,0,0,20.1,87.2,0.0,983.8,51,1.9,136,0.08
2020-12-11T22:30:00Z,2020-12-11T22:00:00Z,PT30M,15.1,86,74.0,12.9,0,0,0,0,0,0,20.1,87.1,0.0,983.9,50,1.8,142,0.08
2020-12-11T23:00:00Z,2020-12-11T22:30:00Z,PT30M,15.1,81,80.6,12.9,0,0,0,0,0,0,20.1,86.7,0.0,983.9,49,1.7,148,0.08
2020-12-11T23:30:00Z,2020-12-11T23:00:00Z,PT30M,15.1,74,76.8,12.9,0,0,0,0,0,0,20.0,86.4,0.0,984.0,44,1.8,155,0.08
2020-12-12T00:00:00Z,2020-12-11T23:30:00Z,PT30M,15.2,65,70.5,12.9,0,0,0,0,0,0,19.7,86.1,0.0,984.0,37,2.1,160,0.08
2020-12-12T00:30:00Z,2020-12-12T00:00:00Z,PT30M,15.2,49,56.5,12.9,0,0,0,0,0,0,19.7,86.0,0.0,983.9,35,2.1,166,0.08
2020-12-12T01:00:00Z,2020-12-12T00:30:00Z,PT30M,15.2,22,50.0,12.9,0,0,0,0,0,0,19.9,86.1,0.0,983.7,37,1.9,169,0.08
2020-12-12T01:30:00Z,2020-12-12T01:00:00Z,PT30M,15.2,-16,57.3,12.9,0,0,0,0,0,0,20.1,86.2,0.0,983.5,38,1.9,170,0.08
2020-12-12T02:00:00Z,2020-12-12T01:30:00Z,PT30M,15.1,-46,31.0,12.8,0,0,0,0,0,0,20.1,86.2,0.0,983.2,38,1.9,166,0.08
2020-12-12T02:30:00Z,2020-12-12T02:00:00Z,PT30M,15.1,-63,54.1,12.8,0,0,0,0,0,0,20.1,86.0,0.0,983.0,39,1.9,161,0.08
2020-12-12T03:00:00Z,2020-12-12T02:30:00Z,PT30M,15.1,-73,64.7,12.7,0,0,0,0,0,0,20.1,85.5,0.0,983.0,39,1.8,155,0.08
2020-12-12T03:30:00Z,2020-12-12T03:00:00Z,PT30M,15.0,-80,60.4,12.6,0,0,0,0,0,0,20.1,85.2,0.0,982.9,39,1.9,149,0.08
2020-12-12T04:00:00Z,2020-12-12T03:30:00Z,PT30M,15.0,-85,50.7,12.5,0,0,0,0,0,0,19.9,84.8,0.0,982.9,38,2.1,143,0.08
2020-12-12T04:30:00Z,2020-12-12T04:00:00Z,PT30M,15.0,-90,49.4,12.4,0,0,0,0,0,0,19.7,84.5,0.0,982.8,36,2.4,137,0.08
2020-12-12T05:00:00Z,2020-12-12T04:30:00Z,PT30M,15.0,-94,38.5,12.3,0,0,0,0,0,0,19.5,84.1,0.0,982.6,36,2.7,130,0.08
2020-12-12T05:30:00Z,2020-12-12T05:00:00Z,PT30M,14.9,-97,56.6,12.2,0,0,0,0,0,0,19.0,83.7,0.0,982.5,35,2.9,124,0.08
2020-12-12T06:00:00Z,2020-12-12T05:30:00Z,PT30M,14.8,-101,67.8,12.0,0,0,0,0,0,0,18.1,83.4,0.0,982.3,36,3.0,118,0.08
2020-12-12T06:30:00Z,2020-12-12T06:00:00Z,PT30M,14.7,-104,64.3,11.9,0,0,0,0,0,0,17.8,83.2,0.0,982.2,39,2.9,112,0.08
2020-12-12T07:00:00Z,2020-12-12T06:30:00Z,PT30M,14.7,-108,40.7,11.8,0,0,0,0,0,0,18.1,83.1,0.0,982.1,46,2.7,106,0.08
2020-12-12T07:30:00Z,2020-12-12T07:00:00Z,PT30M,14.6,-111,17.8,11.8,0,0,0,0,0,0,18.3,82.9,0.0,982.1,51,2.5,100,0.08
2020-12-12T08:00:00Z,2020-12-12T07:30:00Z,PT30M,14.6,-115,43.4,11.7,0,0,0,0,0,0,18.5,82.6,0.0,982.1,56,2.2,94,0.08
2020-12-12T08:30:00Z,2020-12-12T08:00:00Z,PT30M,14.7,-119,44.4,11.7,13,0,0,13,12,13,18.5,82.0,0.0,982.3,60,2.0,88,0.08
2020-12-12T09:00:00Z,2020-12-12T08:30:00Z,PT30M,15.0,-123,43.3,11.8,58,0,0,58,55,58,18.5,81.1,0.0,982.5,62,2.0,83,0.08
2020-12-12T09:30:00Z,2020-12-12T09:00:00Z,PT30M,15.4,-128,49.9,11.9,96,0,0,96,91,96,18.6,79.8,0.0,982.7,63,1.8,78,0.08
2020-12-12T10:00:00Z,2020-12-12T09:30:00Z,PT30M,15.9,-133,57.4,12.1,120,0,0,120,113,120,18.7,78.1,0.0,982.9,64,1.4,73,0.08
2020-12-12T10:30:00Z,2020-12-12T10:00:00Z,PT30M,16.4,-139,63.9,12.3,135,0,0,135,127,135,18.8,76.7,0.0,983.0,65,1.2,69,0.08
2020-12-12T11:00:00Z,2020-12-12T10:30:00Z,PT30M,16.8,-145,56.2,12.4,193,0,0,193,182,193,18.7,75.5,0.0,983.0,66,1.1,65,0.08
2020-12-12T11:30:00Z,2020-12-12T11:00:00Z,PT30M,17.2,-152,68.0,12.7,161,0,0,161,152,161,18.8,74.6,0.0,982.8,59,0.9,61,0.08
2020-12-12T12:00:00Z,2020-12-12T11:30:00Z,PT30M,17.6,-159,50.7,13.0,255,35,19,273,275,276,18.9,74.1,0.0,982.4,36,0.7,59,0.08
2020-12-12T12:30:00Z,2020-12-12T12:00:00Z,PT30M,17.9,-167,21.5,13.2,280,324,177,457,592,470,19.2,74.3,0.0,982.0,19,0.5,57,0.08
2020-12-12T13:00:00Z,2020-12-12T12:30:00Z,PT30M,18.0,-175,19.2,13.5,273,376,210,483,641,485,19.7,75.2,0.0,981.8,17,0.2,56,0.08
2020-12-12T13:30:00Z,2020-12-12T13:00:00Z,PT30M,17.9,176,16.0,13.7,247,455,255,502,694,504,20.2,76.3,0.0,981.4,211,0.3,56,0.08
2020-12-12T14:00:00Z,2020-12-12T13:30:00Z,PT30M,17.6,168,25.3,13.7,287,268,148,435,540,442,20.7,77.8,0.0,981.0,210,0.8,57,0.08
2020-12-12T14:30:00Z,2020-12-12T14:00:00Z,PT30M,17.2,160,52.6,13.7,261,2,1,262,247,262,21.2,79.6,0.0,980.7,211,1.1,58,0.08
2020-12-12T15:00:00Z,2020-12-12T14:30:00Z,PT30M,16.7,153,62.2,13.6,191,0,0,191,180,191,21.5,81.6,0.0,980.4,212,1.1,61,0.08
2020-12-12T15:30:00Z,2020-12-12T15:00:00Z,PT30M,16.3,146,75.4,13.5,109,0,0,109,102,109,21.7,83.0,0.0,980.2,213,1.0,64,0.08
2020-12-12T16:00:00Z,2020-12-12T15:30:00Z,PT30M,16.1,140,48.3,13.3,192,0,0,192,181,192,21.7,83.7,0.0,979.9,211,0.8,68,0.08
2020-12-12T16:30:00Z,2020-12-12T16:00:00Z,PT30M,15.9,134,45.2,13.3,160,0,0,160,150,160,21.7,84.3,0.0,979.7,205,0.6,72,0.08
2020-12-12T17:00:00Z,2020-12-12T16:30:00Z,PT30M,15.8,129,48.6,13.2,105,0,0,105,99,105,21.7,84.6,0.0,979.7,191,0.4,77,0.08
2020-12-12T17:30:00Z,2020-12-12T17:00:00Z,PT30M,15.8,124,45.0,13.2,59,0,0,59,55,59,21.6,84.9,0.0,979.5,88,0.1,82,0.08
2020-12-12T18:00:00Z,2020-12-12T17:30:00Z,PT30M,15.8,120,71.1,13.3,13,0,0,13,12,13,21.4,85.1,0.0,979.4,19,0.8,87,0.08
2020-12-12T18:30:00Z,2020-12-12T18:00:00Z,PT30M,15.7,116,71.1,13.3,0,0,0,0,0,0,21.5,85.3,0.0,979.3,23,1.1,93,0.08
2020-12-12T19:00:00Z,2020-12-12T18:30:00Z,PT30M,15.6,112,74.1,13.2,0,0,0,0,0,0,21.8,85.4,0.0,979.3,39,0.9,99,0.08
2020-12-12T19:30:00Z,2020-12-12T19:00:00Z,PT30M,15.6,108,81.6,13.2,0,0,0,0,0,0,22.1,85.6,0.0,979.5,54,0.7,105,0.08
2020-12-12T20:00:00Z,2020-12-12T19:30:00Z,PT30M,15.5,105,75.4,13.1,0,0,0,0,0,0,22.3,85.7,0.0,979.7,69,0.5,111,0.08
2020-12-12T20:30:00Z,2020-12-12T20:00:00Z,PT30M,15.5,101,70.2,13.1,0,0,0,0,0,0,22.5,85.6,0.0,979.8,64,0.5,117,0.08
2020-12-12T21:00:00Z,2020-12-12T20:30:00Z,PT30M,15.5,98,67.2,13.1,0,0,0,0,0,0,22.7,85.4,0.0,979.9,43,0.7,123,0.08
2020-12-12T21:30:00Z,2020-12-12T21:00:00Z,PT30M,15.5,94,94.7,13.1,0,0,0,0,0,0,22.9,85.1,0.0,980.1,28,1.1,129,0.08
2020-12-12T22:00:00Z,2020-12-12T21:30:00Z,PT30M,15.6,90,88.3,13.0,0,0,0,0,0,0,22.9,84.7,0.0,980.3,18,1.5,136,0.08
2020-12-12T22:30:00Z,2020-12-12T22:00:00Z,PT30M,15.6,86,79.0,12.9,0,0,0,0,0,0,22.9,84.3,0.0,980.3,14,2.0,142,0.08
2020-12-12T23:00:00Z,2020-12-12T22:30:00Z,PT30M,15.5,81,89.8,12.8,0,0,0,0,0,0,22.7,84.0,0.0,980.2,13,2.5,148,0.08
2020-12-12T23:30:00Z,2020-12-12T23:00:00Z,PT30M,15.4,74,91.1,12.6,0,0,0,0,0,0,22.2,83.4,0.0,979.9,11,2.9,154,0.08
2020-12-13T00:00:00Z,2020-12-12T23:30:00Z,PT30M,15.3,65,72.1,12.3,0,0,0,0,0,0,21.5,82.4,0.0,979.5,8,3.2,160,0.08
2020-12-13T00:30:00Z,2020-12-13T00:00:00Z,PT30M,15.2,50,84.8,12.2,0,0,0,0,0,0,21.1,81.9,0.0,979.2,10,3.4,166,0.08
2020-12-13T01:00:00Z,2020-12-13T00:30:00Z,PT30M,15.2,22,93.8,12.1,0,0,0,0,0,0,21.1,81.8,0.0,978.8,14,3.4,169,0.08
2020-12-13T01:30:00Z,2020-12-13T01:00:00Z,PT30M,15.2,-16,94.4,12.0,0,0,0,0,0,0,21.1,81.5,0.0,978.5,19,3.3,170,0.08
2020-12-13T02:00:00Z,2020-12-13T01:30:00Z,PT30M,15.1,-46,85.3,11.9,0,0,0,0,0,0,21.1,80.9,0.0,978.1,25,3.1,166,0.08
2020-12-13T02:30:00Z,2020-12-13T02:00:00Z,PT30M,15.0,-63,61.1,11.7,0,0,0,0,0,0,21.1,80.8,0.0,977.7,31,2.9,161,0.08
2020-12-13T03:00:00Z,2020-12-13T02:30:00Z,PT30M,14.9,-73,47.5,11.6,0,0,0,0,0,0,21.2,81.1,0.0,977.5,36,2.7,156,0.08
2020-12-13T03:30:00Z,2020-12-13T03:00:00Z,PT30M,14.8,-80,45.8,11.5,0,0,0,0,0,0,21.4,80.7,0.0,977.3,40,2.4,149,0.08
2020-12-13T04:00:00Z,2020-12-13T03:30:00Z,PT30M,14.8,-85,66.0,11.3,0,0,0,0,0,0,21.6,79.8,0.0,977.1,40,1.9,143,0.08
2020-12-13T04:30:00Z,2020-12-13T04:00:00Z,PT30M,14.8,-90,66.0,11.2,0,0,0,0,0,0,21.8,78.8,0.0,976.9,41,1.6,137,0.08
2020-12-13T05:00:00Z,2020-12-13T04:30:00Z,PT30M,14.9,-94,78.7,11.1,0,0,0,0,0,0,21.7,77.9,0.0,976.5,41,1.6,131,0.08
2020-12-13T05:30:00Z,2020-12-13T05:00:00Z,PT30M,14.9,-97,95.3,11.0,0,0,0,0,0,0,21.8,77.2,0.0,976.2,47,1.6,124,0.08
2020-12-13T06:00:00Z,2020-12-13T05:30:00Z,PT30M,14.9,-101,93.2,10.9,0,0,0,0,0,0,22.1,76.8,0.0,975.9,59,1.7,118,0.08
2020-12-13T06:30:00Z,2020-12-13T06:00:00Z,PT30M,14.8,-104,67.8,10.9,0,0,0,0,0,0,22.5,77.3,0.0,975.9,61,1.3,112,0.08
2020-12-13T07:00:00Z,2020-12-13T06:30:00Z,PT30M,14.7,-108,91.6,11.0,0,0,0,0,0,0,23.0,78.7,0.0,976.1,26,0.5,106,0.08
2020-12-13T07:30:00Z,2020-12-13T07:00:00Z,PT30M,14.5,-111,97.0,11.2,0,0,0,0,0,0,23.3,80.1,0.0,976.2,323,0.5,100,0.08
2020-12-13T08:00:00Z,2020-12-13T07:30:00Z,PT30M,14.5,-115,97.0,11.3,0,0,0,0,0,0,23.6,81.4,0.0,976.3,325,0.6,94,0.08
2020-12-13T08:30:00Z,2020-12-13T08:00:00Z,PT30M,14.6,-119,88.1,11.5,5,0,0,5,4,5,23.8,82.0,0.0,976.5,346,0.7,88,0.08
2020-12-13T09:00:00Z,2020-12-13T08:30:00Z,PT30M,14.8,-123,34.5,11.7,51,117,17,69,107,54,23.8,81.8,0.0,976.7,12,1.1,83,0.08
